"id","name","packaging_signalled","bottlesize_signalled","fill_level_signalled","state_signalled","bottlesize_l","fill_level","state","packaging","sold","price"
31039,"Weingut Wittmann Westhofener Aulerde Riesling Grosses Gewächs 2007 0,75 l(1)",NULL,1,1,1,0.75,"0","0,5 cm","None",1,205
31040,"Weingut Wittmann Westhofener Kirchspiel Riesling Grosses Gewächs 2008 0,75 l(2)",NULL,1,1,1,0.75,"0","0,5 cm","None",1,210
31041,"Weingut Wittmann Westhofener Morstein Riesling Grosses Gewächs 2007 0,75 l(1)",NULL,1,1,1,0.75,"0","0,5 cm","None",1,540
31042,"Domaine Leroy Chambolle Musigny Les Fremieres 1er Cru 1996 0,75 l",NULL,1,1,1,0.75,"0,5 cm","0,5 cm, Etikett ganz leicht beschädigt, leicht verschmutzt","None",1,1.21
31043,"Domaine Leroy Chambolle Musigny Les Fremieres 1er Cru 1996 0,75 l",NULL,1,1,1,0.75,"1 cm","1 cm, Etikett ganz leicht beschädigt, leicht verschmutzt","None",1,1.21
31044,"Domaine Leroy Clos de Vougeot Grand Cru 1996 0,75 l",NULL,1,1,1,0.75,"0,5 cm","0,5 cm, Etikett ganz leicht beschädigt, verschmutzt","None",1,2.6
31045,"Domaine Leroy Clos de Vougeot Grand Cru 1997 0,75 l",NULL,1,1,1,0.75,"2 cm","2 cm, Etikett ganz leicht beschädigt, leicht verschmutzt","None",1,1.65
31046,"Moet & Chandon Dom Perignon Rosé Brut 2002 0,75 l",NULL,1,1,1,0.75,"1 cm","1 cm, Kapsel ganz leicht beschädigt","None",1,335
31047,"Moet & Chandon Dom Perignon Rosé Brut 2002 0,75 l",NULL,1,1,1,0.75,"1 cm","1 cm, Kapsel ganz leicht beschädigt","None",1,335
31048,"Bischöfliches Priesterseminar Erdener Treppchen Riesling Auslese 1985 0,75 l(3)",NULL,1,1,1,0.75,"0,5 cm","0,5 cm, Etiketten ganz leicht verschmutzt","None",1,110
31049,"Mönchhof, Robert Eymael  Ürziger Würzgarten Riesling Auslese  1996 0,75 l(4)",NULL,1,1,1,0.75,"0,5 cm","0,5 cm, Etiketten ganz leicht verschmutzt","None",1,135
31050,"Henschke Hill of Grace Vineyard Shiraz 1986 0,75 l",NULL,1,1,1,0.75,"ts","ts, Kapsel ganz leicht beschädigt","None",1,500
31051,"Henschke Hill of Grace Vineyard Shiraz 1990 0,75 l",NULL,1,1,1,0.75,"ts","ts, Etikett ganz leicht beschädigt","None",1,670
31052,"Henschke Hill of Grace Vineyard Shiraz 1990 0,75 l",NULL,1,1,1,0.75,"in","in, Etikett ganz leicht beschädigt","None",1,670
31053,"Penfolds Grange Hermitage 1983 0,75 l",NULL,1,1,1,0.75,"ts","ts, Etikett ganz leicht verschmutzt","None",1,450
31054,"Moet & Chandon Dom Perignon Brut 1990 0,75 l",NULL,1,1,1,0.75,"1 cm","1 cm, Etikett ganz leicht beschädigt, ganz leicht verschmutzt, Kapsel ganz leicht beschädigt","None",1,310
31055,"Veuve Clicquot Ponsardin La Grande Dame Brut 1989 0,75 l",NULL,1,1,1,0.75,"1 cm","1 cm","None",1,180
31056,"Weingut Dr. von Bassermann-Jordan Deidesheimer Hohenmorgen Riesling Grosses Gewächs 2007 0,75 l(2)",NULL,1,1,1,0.75,"1 cm","1 cm","None",1,205
31057,"Weingut Dr. von Bassermann-Jordan Forster Jesuitengarten Riesling Grosses Gewächs 2006 0,75 l(1)",NULL,1,1,1,0.75,"0,5 cm","0,5 cm, Kapsel leicht beschädigt","None",1,240
31058,"Weingut Friedrich Becker Pinot Noir 2004 0,75 l",NULL,1,1,1,0.75,"0,5 cm","0,5 cm, Etiketten ganz leicht verschmutzt","None",1,255
31059,"Weingut Friedrich Becker Pinot Noir 2005 0,75 l(1)",NULL,1,1,1,0.75,"0,5 cm","0,5 cm, Etikett ganz leicht verschmutzt","None",1,230
31060,"Weingut Friedrich Becker Pinot Noir ""Hommage""  2004 0,75 l",NULL,1,1,1,0.75,"0,5 cm","0,5 cm, Etikett leicht verschmutzt","None",1,200
31061,"Weingut Friedrich Becker Schweigener Sonnenberg ""Kammerberg"" Spätburgunder Grosses Gewächs 2007 0,75 l(4)",NULL,1,1,1,0.75,"0","0,5 cm","None",1,285
31062,"Weingut Markus Schneider Einzelstück rot 2005 0,75 l(4)",NULL,1,1,1,0.75,"in","in","None",1,140
31063,"Breuer, Georg Rauenthaler Nonnenberg Riesling trocken 2003 0,75 l(1)",NULL,1,1,1,0.75,"0,5 cm","0,5 cm, Etikett ganz leicht verschmutzt","None",1,400
31064,"Fricke, Eva Lorchhauser Seligmacher Silvaner trocken 2011 0,75 l(1)",NULL,1,1,1,0.75,"0","0,5 cm","None",1,155
31065,"Leitz, Josef Rüdesheimer Berg Kaisersteinfels Riesling Alte Reben 2008 0,75 l(1)",NULL,1,1,1,0.75,"0","0,5 cm","None",1,660
31066,"Clarendon Hills Merlot 1997 0,75 l",NULL,1,1,1,0.75,"in","in","None",NULL,0
31067,"Concordis Shiraz 2014 1,5 l",NULL,1,1,1,1.5,"2 cm","2 cm, Etikett leicht verschmutzt","None",NULL,0
31068,"D'Arenberg Cabernet Sauvignon ""The Coppermine Road"" 2001 0,75 l",NULL,1,1,1,0.75,"in","in","None",1,140
31069,"D'Arenberg Cabernet Sauvignon ""The Coppermine Road"" 2003 0,75 l",NULL,1,1,1,0.75,"in","in","None",1,160
31070,"Gibson Grenache ""Old Vine Collection"" 2003 0,75 l",1,1,1,1,0.75,"in","in","6er OHK",1,180
31071,"Gibson Shiraz 2003 0,75 l",NULL,1,1,1,0.75,"in","in, Etiketten ganz leicht verschmutzt","None",NULL,0
31072,"Gibson Shiraz 2004 0,75 l",NULL,1,1,1,0.75,"in","in","None",1,120
31073,"Gibson Shiraz 2004 0,75 l",NULL,1,1,1,0.75,"in","in","None",1,120
31074,"Gibson Shiraz Eden Valley ""Old Vine Collection"" 2005 0,75 l",1,1,1,1,0.75,"in","in","6er OHK",1,270
31075,"Gilberts Shiraz 1999 0,75 l",NULL,1,1,1,0.75,"in","in","None",NULL,0
31076,"Chateau Sociando-Mallet 2003 0,75 l",1,1,1,1,0.75,"in","in","12er OHK",1,480
31077,"Chateau Sociando-Mallet 2003 0,75 l",1,1,1,1,0.75,"in","in","12er OHK",1,480
31078,"Chateau Sociando-Mallet 2005 0,75 l",1,1,1,1,0.75,"in","in","12er OHK",1,600
31079,"Chateau Chasse-Spleen 2005 0,75 l",1,1,1,1,0.75,"in","in","12er OHK",1,470
31080,"Chateau Maucaillou 2001 0,75 l",1,1,1,1,0.75,"in","in","12er OHK",1,240
31081,"Chateau Maucaillou 2005 0,75 l",1,1,1,1,0.75,"in","in","6er OHK",1,170
31082,"Chateau Maucaillou 2005 0,75 l",1,1,1,1,0.75,"in","in","6er OHK",1,170
31083,"Chateau Pedesclaux 2001 0,75 l",1,1,1,1,0.75,"in","in","6er OHK",1,260
31084,"Chateau Pedesclaux 2001 0,75 l",1,1,1,1,0.75,"in","in","6er OHK",1,250
31085,"Chateau Pichon Longueville Comtesse de Lalande Virginie de Pichon Comtesse Lalande 2005 0,75 l",1,1,1,1,0.75,"in","in","12er OHK",1,320
31086,"Chateau La Tour-Carnet 1995 0,75 l(1)",NULL,1,1,1,0.75,"in","in, Etikett ganz leicht beschädigt, ganz leicht verschmutzt","None",1,290
31087,"Chateau Margaux 1989 0,75 l",NULL,1,1,1,0.75,"in","in, Etikett ganz leicht verschmutzt","None",1,390
31088,"Chateau Margaux 1989 0,75 l",NULL,1,1,1,0.75,"in","in, Etikett ganz leicht verschmutzt","None",1,390
31089,"Chateau Margaux 1989 0,75 l",NULL,1,1,1,0.75,"in","in, Etikett ganz leicht verschmutzt","None",1,390
31090,"Chateau Margaux 1990 0,75 l",NULL,1,1,1,0.75,"ts","ts","None",1,860
31091,"Chateau Margaux 2001 0,75 l",1,1,1,1,0.75,"in","in, OHK mit Originalband verschlossen, Füllstand geschätzt","6er OHK",1,2.62
31092,"Chateau Margaux 2002 0,75 l",NULL,1,1,1,0.75,"in","in, Etiketten ganz leicht verschmutzt","None",1,680
31093,"Chateau Margaux 2002 0,75 l",NULL,1,1,1,0.75,"in","in, Etiketten ganz leicht verschmutzt","None",1,640
31094,"Chateau Margaux 2002 0,75 l",NULL,1,1,1,0.75,"in","in, Etikett ganz leicht verschmutzt","None",1,320
31095,"Chateau Margaux 2002 0,75 l",NULL,1,1,1,0.75,"in","in, Etikett ganz leicht verschmutzt","None",1,320
31096,"Bacio Divino Proprietary Red 1997 0,75 l",1,1,1,1,0.75,"in","in","lose",NULL,0
31097,"Domaine Jean Grivot Vosne Romanee Les Brulees 1er Cru 2002 0,75 l",1,1,1,1,0.75,"0","0,5 cm","lose",1,410
31098,"Porta Rossa Barolo Porta Rossa 1978 0,75 l(2)",1,1,1,1,0.75,"ts","ts, Etiketten ganz leicht beschädigt, ganz leicht verschmutzt","lose",1,105
31099,"Chateau Les Carmes Haut-Brion 2016 0,75 l",1,1,1,1,0.75,"in","in","6er OHK",1,640
31100,"Chateau Latour 1974 0,75 l",NULL,1,1,1,0.75,"ms","ms, Etikett ganz leicht beschädigt, verschmutzt, Kapsel ganz leicht beschädigt, Leimstreifen, Kapsel oxidiert","None",NULL,0
31101,"Schubert Estate Shiraz The Gosling 2005 0,75 l",NULL,1,1,1,0.75,"in","in","None",NULL,0
31103,"Dana Estates Cabernet Sauvignon ""Onda"" 2013 0,75 l",1,1,1,1,0.75,"in","in","6er OHK",1,840
31104,"Chateau Haut Maurac 2009 0,75 l",1,1,1,1,0.75,"in","in","6er OHK",1,70
31105,"Chateau Batailley 2006 0,75 l",1,1,1,1,0.75,"in","in","12er OHK",1,400
31106,"Vincent Girardin Puligny-Montrachet Les Referts 1er Cru 2002 0,75 l",NULL,1,1,1,0.75,"1 cm","1 cm","None",NULL,0
31107,"Veuve Clicquot Ponsardin Vintage Reserve Brut 1995 0,75 l",NULL,1,1,1,0.75,"1 cm","1 cm, Etikett leicht beschädigt, leicht verschmutzt","None",1,80
31108,"Hirtzberger, Franz Hochrain Riesling Smaragd 1997 0,75 l(10)",NULL,1,1,1,0.75,"0","0,5 cm","None",1,585
31109,"Argiano Solengo 1998 0,75 l",1,1,1,1,0.75,"in","in","lose",1,150
31110,"Gaja, Angelo Barbaresco 1983 0,75 l",NULL,1,1,1,0.75,"2,5 cm","2,5 cm, Etiketten beschädigt, verschmutzt","None",1,240
31111,"Chateau Mouton-Rothschild 1990 0,75 l",NULL,1,1,1,0.75,"ts","ts, Etikett stark verschmutzt","None",1,270
31112,"Erika Obermeyer Syrah-Grenache- Cinsault 2016 0,75 l",NULL,1,1,1,0.75,"0","0,5 cm","None",1,80
31113,"Domaine Didier Daguenau Pouilly-Fumé ""Silex"" 2010 0,75 l",NULL,1,1,1,0.75,"1 cm","1 cm","None",1,230
31114,"Moser, Sepp Riesling Trockenbeerenauslese 1997 0,375 l(3)",NULL,1,1,1,0.37,"1 cm","1 cm, Etiketten ganz leicht beschädigt, ganz leicht verschmutzt","None",1,110
31115,"Chateau Mouton-Rothschild 1995 0,75 l",NULL,1,1,1,0.75,"in","in, Etikett ganz leicht verschmutzt","None",1,390
31116,"Domaine René Engel Echezeaux Grand Cru 1984 0,75 l",NULL,1,1,1,0.75,"2 cm","2 cm, Etikett beschädigt, verschmutzt, Kapsel ganz leicht beschädigt","None",1,720
31117,"Domaine René Engel Echezeaux Grand Cru 1984 0,75 l",NULL,1,1,1,0.75,"3,5 cm","3,5 cm, Etikett stark beschädigt, verschmutzt","None",1,580
31118,"Domaine René Engel Vosne Romanee Les Brulees 1er Cru 1984 0,75 l",NULL,1,1,1,0.75,"4 cm","4 cm, Etikett leicht verschmutzt, Kapsel ganz leicht beschädigt","None",1,430
31119,"Domaine Trapet Pere et Fils Latricieres Chambertin Grand Cru 1982 0,75 l(2)",NULL,1,1,1,0.75,"2 cm","2 cm, Etiketten beschädigt, ganz leicht verschmutzt, kellergrau","None",1,190
31120,"Lamarche, Francois La Grande Rue Grand Cru 1984 0,75 l",NULL,1,1,1,0.75,"5 cm","5 cm, Etiketten ganz leicht verschmutzt, 1 x Kapsel oxidert","None",1,240
31121,"Lamarche, Francois La Grande Rue Grand Cru 1984 0,75 l(1)",NULL,1,1,1,0.75,"4 cm","4 cm, Etikett ganz leicht verschmutzt","None",1,1.08
31122,"Trimbach, F.E. Riesling Clos St. Hune 1982 0,75 l",NULL,1,1,1,0.75,"2 cm","2 cm, Etikett ganz leicht beschädigt, ganz leicht verschmutzt, leicht kellergrau","None",1,380
31123,"Trimbach, F.E. Riesling Clos St. Hune 1982 0,75 l",NULL,1,1,1,0.75,"3 cm","3 cm, Etikett ganz leicht beschädigt, ganz leicht verschmutzt, leicht kellergrau","None",1,380
31124,"Chateau Belgrave 1983 0,75 l(4)",NULL,1,1,1,0.75,"ts","ts, Etiketten leicht verschmutzt","None",1,220
31125,"Chateau Lamothe 1975 0,75 l(1)",NULL,1,1,1,0.75,"hs","hs, Etikett ganz leicht beschädigt, ganz leicht verschmutzt","None",1,155
31126,"Comte Georges de Vogue Musigny Vieilles Vignes Grand Cru 2006 0,75 l",NULL,1,1,1,0.75,"0","0,5 cm","None",1,460
31127,"Comte Georges de Vogue Musigny Vieilles Vignes Grand Cru 2006 0,75 l",NULL,1,1,1,0.75,"0","0,5 cm","None",1,460
31128,"Comte Georges de Vogue Musigny Vieilles Vignes Grand Cru 2007 0,75 l",NULL,1,1,1,0.75,"0","0,5 cm","None",NULL,0
31129,"Comte Georges de Vogue Musigny Vieilles Vignes Grand Cru 2007 0,75 l",NULL,1,1,1,0.75,"0","0,5 cm","None",NULL,0
31130,"Comte Georges de Vogue Musigny Vieilles Vignes Grand Cru 2008 0,375 l",NULL,1,1,1,0.37,"0","0,5 cm","None",NULL,0
31131,"Comte Georges de Vogue Musigny Vieilles Vignes Grand Cru 2008 0,375 l",NULL,1,1,1,0.37,"0","0,5 cm","None",NULL,0
31132,"Comte Georges de Vogue Musigny Vieilles Vignes Grand Cru 2008 0,375 l",NULL,1,1,1,0.37,"0","0,5 cm","None",1,250
31133,"Comte Georges de Vogue Musigny Vieilles Vignes Grand Cru 2008 0,75 l",NULL,1,1,1,0.75,"0","0,5 cm","None",1,500
31134,"Comte Georges de Vogue Musigny Vieilles Vignes Grand Cru 2008 0,75 l",NULL,1,1,1,0.75,"0","0,5 cm","None",1,500
31135,"Comte Georges de Vogue Musigny Vieilles Vignes Grand Cru 2009 0,75 l",NULL,1,1,1,0.75,"0","0,5 cm","None",1,650
31136,"Barthelme Blanck Gewürztraminer Reserve Altenburg 1985 0,75 l",1,1,1,1,0.75,"4 cm","4 cm, Etiketten ganz leicht verschmutzt, ganz leicht kellergrau, 1 x Kapsel oxidiert","lose",NULL,0
31137,"Weingut  J. Wegeler Erben Oestricher Lenchen Beerenauslese  1994 0,75 l",NULL,1,1,1,0.75,"0,5 cm","0,5 cm, Etiketten ganz leicht beschädigt, Kapsel ganz leicht beschädigt","None",1,160
31138,"Gelas, B. & Fils Vieil Armagnac 1931 0,7 l",1,1,1,1,0.7,"ts","ts, Etikett ganz leicht verschmutzt","1er OC",NULL,0
31139,"Domaine Robert Groffier Chambertin Clos de Beze Grand Cru 2004 0,75 l",NULL,1,1,1,0.75,"1 cm","1 cm, Etikett ganz leicht verschmutzt","None",NULL,0
31140,"Compania Vinicola da Madeira Madeira Malvasia 1933 0,75 l",NULL,1,1,1,0.75,"in","in","None",1,310
31141,"Chateau Ducru-Beaucaillou 1989 0,75 l",NULL,1,1,1,0.75,"in","in, Etiketten ganz leicht beschädigt, ganz leicht verschmutzt","None",1,250
31142,"Oremus Tokaji Aszu 5 Puttonyos 1995 0,5 l",NULL,1,1,1,0.5,"in","in, Etiketten ganz leicht beschädigt, leicht verschmutzt, Zusatzaufkleber","None",NULL,0
31143,"Weingut Müller-Catoir Haardter Mandelring Scheurebe Auslese 1998 0,375 l",NULL,1,1,1,0.37,"0","0,5 cm","None",1,60
31144,"Moet & Chandon Dom Perignon ""Edition Tokujin Yoshioka"" Brut 2009 0,75 l",1,1,1,1,0.75,"0","0,5 cm","1er OC",1,120
31145,"Weingut Keller Westhofen Abtserde Riesling Grosses Gewächs 2015 0,75 l",NULL,1,1,1,0.75,"0,5 cm","0,5 cm, 1 x Etikett faltig","None",1,330
31146,"Tenuta San Guido Sassicaia 2003 0,75 l",NULL,1,1,1,0.75,"in","in, Etikett ganz leicht verschmutzt","None",1,180
31147,"Moet & Chandon Dom Perignon ""Luminous"" Brut 2004 0,75 l",NULL,1,1,1,0.75,"1 cm","1 cm","None",1,200
31148,"Moet & Chandon Dom Perignon ""Luminous"" Brut 2004 0,75 l",NULL,1,1,1,0.75,"1 cm","1 cm","None",NULL,0
31149,"Moet & Chandon Dom Perignon ""Luminous"" Brut 2004 0,75 l",NULL,1,1,1,0.75,"1 cm","1 cm","None",NULL,0
31150,"Moet & Chandon Dom Perignon ""Luminous"" Brut 2004 1,5 l",NULL,1,1,1,1.5,"1 cm","1 cm, Kapsel ganz leicht beschädigt","None",NULL,0
31151,"Moet & Chandon Dom Perignon ""Luminous"" Brut 2004 1,5 l",NULL,1,1,1,1.5,"1 cm","1 cm, Kapsel ganz leicht beschädigt","None",NULL,0
31152,"Sebaste, Mauro Barolo Monvigliero 2005 0,75 l(1)",NULL,1,1,1,0.75,"in","in","None",1,170
31153,"Moet & Chandon Dom Perignon Rosé Brut 2000 0,75 l",1,1,1,1,0.75,"1 cm","1 cm","1er OC",1,245
31305,"Domaine Prieure Roch Chambertin Clos de Beze Grand Cru 2010 0,75 l",NULL,1,1,1,0.75,"0","0,5 cm","None",1,1.4
31154,"Moet & Chandon Dom Perignon Rosé Brut 2000 0,75 l",1,1,1,1,0.75,"1 cm","1 cm","1er OC",1,245
31155,"Moet & Chandon Dom Perignon Rosé Brut 2000 0,75 l",1,1,1,1,0.75,"1 cm","1 cm","1er OC",1,245
31156,"Chateau Pichon Longueville Comtesse de Lalande 2000 0,75 l",NULL,1,1,1,0.75,"in","in, Etiketten ganz leicht verschmutzt","None",1,450
31157,"Chateau Pichon Longueville Comtesse de Lalande 2000 0,75 l",NULL,1,1,1,0.75,"in","in, Etiketten ganz leicht beschädigt, ganz leicht verschmutzt","None",1,450
31158,"Chateau d´ Yquem 1971 0,75 l",NULL,1,1,1,0.75,"ts","ts, Etikett stark beschädigt, stark verschmutzt","None",1,620
31159,"Chateau d´ Yquem 1976 0,75 l",NULL,1,1,1,0.75,"ts","ts, Etikett ganz leicht beschädigt, verschmutzt","None",1,360
31160,"Chateau d´ Yquem 1976 0,75 l",NULL,1,1,1,0.75,"ts","ts, Etikett ganz leicht beschädigt, verschmutzt","None",1,320
31161,"Chateau d´ Yquem 1980 0,75 l",NULL,1,1,1,0.75,"ts","ts, Etikett stark beschädigt, verschmutzt, Kapsel stark beschädigt","None",1,175
31162,"Chateau d´ Yquem 1997 0,375 l",NULL,1,1,1,0.37,"in","in, Etiketten ganz leicht verschmutzt","None",1,290
31163,"Chateau d´ Yquem 1997 0,375 l",NULL,1,1,1,0.37,"in","in, Etiketten ganz leicht verschmutzt","None",1,310
31164,"Chateau d´ Yquem 2002 0,375 l",NULL,1,1,1,0.37,"in","in, Etiketten ganz leicht verschmutzt","None",1,260
31165,"Chateau Filhot 1983 0,75 l(1)",NULL,1,1,1,0.75,"in","in, Etikett ganz leicht beschädigt, stark verschmutzt","None",1,155
31166,"Chateau Palmer 1976 0,75 l(10)",1,1,1,1,0.75,"hs","hs, Etiketten ganz leicht verschmutzt","12er OHK",NULL,0
31167,"Chateau Palmer 1976 0,75 l(7)",1,1,1,1,0.75,"hs","hs, Etiketten ganz leicht verschmutzt","12er OHK",NULL,0
31168,"Chateau Palmer 1986 0,75 l(7)",1,1,1,1,0.75,"hs","hs, Etiketten ganz leicht beschädigt, ganz leicht verschmutzt, 5 x Kapseln oxidiert","12er OHK",1,4.08
31169,"Chateau Palmer 1997 0,75 l",1,1,1,1,0.75,"in","in","12er OHK",1,1.77
31170,"Chateau d´Armailhac 1994 0,75 l(7)",1,1,1,1,0.75,"in","in","12er OHK",1,420
31171,"Chateau Lafite-Rothschild 1988 0,75 l(8)",1,1,1,1,0.75,"in","in, Perfekter Zustand","12er OHK",1,6.88
31172,"Chateau Lafite-Rothschild 1990 0,75 l",1,1,1,1,0.75,"in","in, Perfekter Zustand","12er OHK",1,9
31173,"Chateau Lafite-Rothschild 1990 0,75 l",1,1,1,1,0.75,"in","in, Perfekter Zustand","12er OHK",1,9
31174,"Chateau Mouton-Rothschild 1978 1,5 l",NULL,1,1,1,1.5,"hs","hs, Etikett beschädigt, stark verschmutzt, Kapsel ganz leicht beschädigt","None",1,415
31175,"Chateau Mouton-Rothschild 1978 1,5 l",NULL,1,1,1,1.5,"ts","ts, Etikett stark verschmutzt, Kapsel ganz leicht beschädigt, Kapsel oxidiert","None",1,745
31176,"Chateau Mouton-Rothschild 1986 0,75 l",NULL,1,1,1,0.75,"ts","ts, Etikett ganz leicht verschmutzt","None",1,720
31177,"Chateau Mouton-Rothschild 1986 0,75 l",NULL,1,1,1,0.75,"hs","hs, Etikett ganz leicht verschmutzt, ganz leicht kellergrau, Kapsel oxidiert","None",1,720
31334,"Autreau de Champillon Champagner Brut Cuvee Prestige ""Les Perles de la Dhuy"" Grand Cru 1995 0,75 l(2)",1,1,1,1,0.75,"1 cm","1 cm","lose",1,210
31178,"Chateau Mouton-Rothschild 1990 0,75 l",NULL,1,1,1,0.75,"ts","ts, Etikett ganz leicht beschädigt, ganz leicht verschmutzt","None",1,310
31179,"Chateau Mouton-Rothschild 1990 0,75 l",NULL,1,1,1,0.75,"ts-hs","ts-hs, Etikett stark beschädigt, ganz leicht verschmutzt","None",1,290
31180,"Chateau Mouton-Rothschild 1991 0,75 l",NULL,1,1,1,0.75,"ts","ts, Etiketten ganz leicht verschmutzt","None",1,600
31181,"Chateau Mouton-Rothschild 1992 0,75 l",NULL,1,1,1,0.75,"in","in, Etikett ganz leicht verschmutzt","None",1,295
31182,"Chateau Mouton-Rothschild 1994 0,75 l",NULL,1,1,1,0.75,"in","in, Etiketten ganz leicht verschmutzt","None",1,620
31183,"Chateau Mouton-Rothschild 1994 0,75 l",NULL,1,1,1,0.75,"ts","ts, Etiketten ganz leicht verschmutzt","None",1,620
31184,"Chateau Mouton-Rothschild 1994 0,75 l",NULL,1,1,1,0.75,"ts","ts, Etikett ganz leicht verschmutzt","None",1,300
31185,"Chateau Mouton-Rothschild 1995 0,75 l(10)",1,1,1,1,0.75,"in","in, Etiketten ganz leicht verschmutzt","12er OHK",1,3.96
31186,"Chateau Mouton-Rothschild 1982 0,75 l",1,1,1,1,0.75,"ts","ts, Etikett leicht verschmutzt, Kapsel stark beschädigt","lose",1,950
31187,"Chateau Mouton-Rothschild 1982 0,75 l",1,1,1,1,0.75,"ts","ts, Etikett leicht verschmutzt, Kapsel ganz leicht beschädigt","lose",1,950
31188,"Chateau Mouton-Rothschild 1982 0,75 l",1,1,1,1,0.75,"ts","ts, Etikett leicht beschädigt, verschmutzt, Kapsel ganz leicht beschädigt","lose",1,950
31189,"Chateau Mouton-Rothschild 1982 0,75 l",1,1,1,1,0.75,"ts","ts, Etikett verschmutzt, Kapsel stark beschädigt","lose",1,950
31190,"Chateau Mouton-Rothschild 1982 0,75 l",1,1,1,1,0.75,"ts","ts, Etikett ganz leicht beschädigt, verschmutzt, Kapsel leicht beschädigt","lose",1,950
31191,"Chateau Mouton-Rothschild 1982 0,75 l",1,1,1,1,0.75,"ts","ts, Etikett ganz leicht beschädigt, leicht verschmutzt","lose",1,950
31192,"Chateau Mouton-Rothschild 1982 0,75 l",1,1,1,1,0.75,"ts","ts, Etikett leicht verschmutzt, Kapsel ganz leicht beschädigt","lose",1,950
31193,"Chateau Mouton-Rothschild 1982 0,75 l",1,1,1,1,0.75,"ts","ts, Etikett verschmutzt","lose",1,950
31194,"Chateau Mouton-Rothschild 1982 0,75 l",1,1,1,1,0.75,"hs","hs, Etikett verschmutzt","lose",1,950
31195,"Chateau Mouton-Rothschild 1998 0,75 l",1,1,1,1,0.75,"in","in","12er OHK",1,5.2
31196,"Chateau Sociando-Mallet 2005 0,75 l",1,1,1,1,0.75,"in","in","6er OHK",1,210
31197,"Chateau Mouton-Rothschild 1995 0,75 l",NULL,1,1,1,0.75,"in","in","None",1,630
31198,"Chateau Cambon la Pelouse 2007 1,5 l",1,1,1,1,1.5,"in","in","6er OHK",NULL,0
31222,"Chateau Palmer 1986 0,75 l",NULL,1,1,1,0.75,"ts","ts","None",1,185
31199,"Chateau d´Armailhac 2003 0,75 l",NULL,1,1,1,0.75,"in","in, Etiketten ganz leicht verschmutzt","None",1,210
31200,"Chateau Coutet 1997 0,75 l",NULL,1,1,1,0.75,"in","in","None",1,75
31201,"Chateau Cambon la Pelouse 2007 1,5 l",1,1,1,1,1.5,"in","in","6er OHK",1,210
31202,"Chateau La Garde 1999 0,75 l",1,1,1,1,0.75,"in","in","12er OHK",1,120
31203,"Chateau Mouton-Rothschild 1995 0,75 l",NULL,1,1,1,0.75,"in","in","None",1,315
31204,"Chateau Mouton-Rothschild 1992 0,75 l",NULL,1,1,1,0.75,"hf-in","hf-in, Etiketten ganz leicht beschädigt, leicht verschmutzt","None",NULL,0
31205,"Chateau Mouton-Rothschild 1986 0,75 l",NULL,1,1,1,0.75,"hs","hs, Etikett beschädigt, leicht verschmutzt","None",1,560
31206,"Domaine Leroy Gevrey Chambertin Les Combottes 1er Cru 1997 0,75 l",NULL,1,1,1,0.75,"1 cm","1 cm, Etikett ganz leicht beschädigt, leicht verschmutzt","None",1,1
31207,"Domaine Leroy Nuits Saint Georges ""Aux Lavieres"" 1er Cru 1995 0,75 l",NULL,1,1,1,0.75,"0,5 cm","0,5 cm, Etikett leicht verschmutzt","None",1,950
31208,"Domaine Leroy Nuits Saint Georges ""Aux Lavieres"" 1er Cru 1995 0,75 l",NULL,1,1,1,0.75,"0,5 cm","0,5 cm, Etikett ganz leicht beschädigt, leicht verschmutzt","None",1,920
31209,"Domaine Leroy Nuits Saint Georges ""Aux Lavieres"" 1er Cru 1997 0,75 l",NULL,1,1,1,0.75,"1 cm","1 cm, Etikett ganz leicht beschädigt, leicht verschmutzt","None",1,930
31210,"Chateau de Beaucastel Chateauneuf-du-Pape Hommage a Jacques Perrin 1989 0,75 l",NULL,1,1,1,0.75,"1 cm","1 cm, Etikett stark beschädigt, stark verschmutzt","None",1,660
31211,"Chateau Monbousquet 2000 6,0 l",NULL,1,1,1,6,"in","in","None",1,730
31212,"Chateau Rieussec 1988 0,75 l(1)",NULL,1,1,1,0.75,"in","in, Etikett stark verschmutzt","None",1,210
31213,"Gantenbein Chardonnay 2005 0,75 l",NULL,1,1,1,0.75,"0","0,5 cm","None",1,270
31214,"Gantenbein Chardonnay 2007 0,75 l",NULL,1,1,1,0.75,"0,5 cm","0,5 cm, Etikett ganz leicht beschädigt, verschmutzt","None",1,180
31215,"Gantenbein Chardonnay 2008 0,75 l",NULL,1,1,1,0.75,"0","0,5 cm","None",1,265
31216,"Domaine Zind-Humbrecht Rangen de Thann Clos St. Urbain Riesling Grand Cru 1993 0,75 l(1)",NULL,1,1,1,0.75,"1 cm","1 cm, Etikett leicht beschädigt, verschmutzt","None",1,260
31217,"Brumont, Alain Chateau Montus Cuveé Prestige 1995 0,75 l",1,1,1,1,0.75,"in-ts","in-ts","12er OHK",1,380
31218,"Chateau d´Issan 1990 0,75 l",1,1,1,1,0.75,"in","in, Kapsel ganz leicht beschädigt","6er OHK",1,360
31219,"Chateau Kirwan 1982 0,75 l(1)",NULL,1,1,1,0.75,"ts","ts, Etikett ganz leicht verschmutzt","None",1,145
