"id","name","sold","bottlesize_l","winpoints_signalled"
35438,"Taittinger Taittinger Collection Masson Brut 1982 0,75 l",1,0.75,1
35439,"Taittinger Taittinger Collection Vasarely Brut 1978 0,75 l",1,0.75,NULL
35440,"Taittinger Taittinger Collection Vasarely Brut 1978 0,75 l",1,0.75,NULL
35441,"Taittinger Taittinger Collection Vasarely Brut 1978 0,75 l",1,0.75,NULL
35442,"D'Arenberg Cabernet Sauvignon ""The Coppermine Road"" 1998 0,75 l(1)",1,0.75,1
35443,"Drappier Grande Sendree Brut 1982 0,75 l",1,0.75,NULL
35444,"Domaine Robert Chevillon Nuits Saint Georges Les Perrieres 1er Cru 1985 0,75 l(1)",1,0.75,NULL
35445,"Chateau La Lagune 1964 1,5 l",1,1.5,NULL
35446,"Chateau La Lagune 1966 0,75 l(2)",1,0.75,NULL
35447,"Chateau La Lagune 1967 0,75 l(1)",1,0.75,NULL
35448,"Chateau La Lagune 1970 0,75 l(1)",1,0.75,NULL
35449,"Chateau La Lagune 1971 0,75 l(1)",NULL,0.75,NULL
38102,"Weingut Müller-Catoir Haardt Weissburgunder 2017 0,75 l",1,0.75,NULL
35450,"Chateau La Lagune 1975 0,75 l(1)",1,0.75,NULL
35451,"Chateau La Lagune 1977 0,75 l(1)",1,0.75,NULL
35452,"Chateau La Lagune 1979 0,75 l(2)",1,0.75,NULL
35453,"Chateau La Lagune 1981 0,75 l(1)",1,0.75,1
35454,"Chateau La Lagune 1984 1,5 l",1,1.5,NULL
35455,"Moet & Chandon Dom Perignon Brut 2004 1,5 l",1,1.5,1
35456,"Moet & Chandon Dom Perignon Brut 2004 1,5 l",1,1.5,1
35457,"Moet & Chandon Dom Perignon Brut 2004 1,5 l",1,1.5,1
35458,"Moet & Chandon Dom Perignon Brut 2004 1,5 l",1,1.5,1
35459,"Moet & Chandon Dom Perignon Brut 2004 1,5 l",1,1.5,1
35460,"Moet & Chandon Dom Perignon Rosé Brut 2000 0,75 l",1,0.75,1
35461,"Moet & Chandon Dom Perignon Rosé Brut 2000 0,75 l",1,0.75,1
35462,"Moet & Chandon Dom Perignon Rosé Brut 2000 0,75 l",1,0.75,1
35463,"Moet & Chandon Dom Perignon Rosé Brut 2000 0,75 l",1,0.75,1
35464,"Moet & Chandon Dom Perignon Rosé Brut 2000 0,75 l",1,0.75,1
35465,"Domaine Jean Marie Fourrier Gevrey Chambertin Clos St. Jacques Vieilles Vignes 1er Cru 2002 0,75 l",1,0.75,NULL
35466,"Domaine Jean Marie Fourrier Gevrey Chambertin Clos St. Jacques Vieilles Vignes 1er Cru 2005 0,75 l",1,0.75,1
35467,"Domaine Jean Marie Fourrier Gevrey Chambertin Clos St. Jacques Vieilles Vignes 1er Cru 2005 0,75 l",1,0.75,1
35468,"Domaine Jean Marie Fourrier Gevrey Chambertin Clos St. Jacques Vieilles Vignes 1er Cru 2009 0,75 l",1,0.75,1
35469,"Domaine Jean Marie Fourrier Gevrey-Chambertin Les Champeaux Vieilles Vignes 1er Cru 2015 0,75 l",1,0.75,NULL
35470,"Domaine Jean Marie Fourrier Griotte Chambertin Vieilles Vignes Grand Cru 2006 0,75 l",1,0.75,1
38103,"Weingut Müller-Catoir Haardt Weissburgunder 2017 0,75 l",1,0.75,NULL
35472,"Domaine Louis Trapet Chambertin Grand Cru 1997 0,75 l",1,0.75,1
35473,"Domaine Louis Trapet Chapelle Chambertin Grand Cru 2007 0,75 l",1,0.75,1
35474,"Domaine Louis Trapet Latricieres Chambertin Grand Cru 2005 0,75 l",1,0.75,1
35475,"Blankiet Paradise Hills Vineyard ""Prince of Hearts"" 2013 0,75 l",1,0.75,1
35476,"Chateau La Lagune 1923 0,75 l",1,0.75,NULL
35477,"Taittinger Comtes de Champagne Blanc de Blanc Brut 2004 0,75 l",1,0.75,1
35478,"Chateau Mouton-Rothschild 1980 0,75 l",1,0.75,NULL
35479,"Roederer, Louis Cristal Brut 1983 0,75 l",1,0.75,NULL
35480,"Vincent Girardin Puligny-Montrachet Les Referts 1er Cru 2002 0,75 l",1,0.75,1
35481,"Bollinger Grande Annee Rosé Brut 2004 0,75 l",1,0.75,1
35482,"Chateau d'Aiguilhe 1975 0,75 l",1,0.75,NULL
35483,"Chateau Ste. Michelle Cabernet Sauvignon  1993 0,75 l",1,0.75,NULL
35484,"Clos Saint Jean Chateauneuf-du-Pape 2008 0,75 l",1,0.75,1
35485,"Chateau d´ Yquem 1984 0,75 l",1,0.75,NULL
35486,"Chateau d´ Yquem 1986 1,5 l",1,1.5,1
35487,"Chateau d´ Yquem 1988 0,75 l",1,0.75,1
35488,"Chateau d´ Yquem 1988 0,75 l(1)",1,0.75,1
35489,"Chateau d´ Yquem 1988 0,75 l(1)",1,0.75,1
35490,"Chateau d´ Yquem 1988 0,75 l",1,0.75,1
35491,"Chateau d´ Yquem 1988 0,75 l",1,0.75,1
35492,"Domaine Leflaive Batard Montrachet Grand Cru 2006 1,5 l",1,1.5,1
35493,"Domaine Leflaive Batard Montrachet Grand Cru 2008 0,75 l",1,0.75,1
35494,"Domaine Leflaive Batard Montrachet Grand Cru 2008 0,75 l",1,0.75,1
35521,"Chateau Pichon Longueville Comtesse de Lalande 1990 0,75 l(2)",1,0.75,NULL
35495,"Chateau Ausone 1982 0,75 l(8)",1,0.75,1
35496,"Chateau Ausone 1988 0,75 l",1,0.75,NULL
35497,"Chateau Cos Labory 1976 0,75 l",1,0.75,NULL
35498,"Chateau Cos Labory 1976 0,75 l",1,0.75,NULL
35499,"Chateau Beychevelle 1986 0,75 l",1,0.75,1
35500,"Chateau Sigalas Rabaud 1990 0,75 l",1,0.75,1
35501,"Domaine Denis Mortet Marsannay ""Les Longeroies"" 2009 0,75 l",1,0.75,NULL
35502,"Domaine Denis Mortet Marsannay ""Les Longeroies"" 2010 0,75 l",1,0.75,NULL
35503,"Domaine Tollot-Beaut et Fils Beaune Clos du Roi 1er Cru 2009 0,75 l",1,0.75,1
35504,"Domaine Tollot-Beaut et Fils Beaune Clos du Roi 1er Cru 2010 1,5 l",1,1.5,NULL
35505,"Pichler-Krutzler Loibner Loibenberg Riesling 2017 5,0 l",1,5,1
35506,"Pichler-Krutzler Loibner Loibenberg Riesling 2019 1,5 l",1,1.5,1
35507,"Pichler, F.X. Grüner Veltliner M Smaragd 2019 0,75 l",1,0.75,NULL
35508,"Santa Rita Cabernet Sauvignon Casa Real 1994 0,75 l",1,0.75,NULL
35509,"Lehmen, Josef Schweicher Annaberg Riesling Auslese 1993 0,75 l(3)",1,0.75,NULL
35510,"Dommkerrenhof Georg Barth Niersteiner Rotenberg Ruländer Beerenauslese 1975 0,375 l",1,0.37,NULL
35511,"Baron de Sigognac Armagnac 1945 0,7 l",1,0.7,NULL
35512,"Dupeyron Armagnac du Collectionneur 1956 0,7 l",NULL,0.7,NULL
35513,"Les Comtes de Cadignan Les Comtes de Cadignan Grand Armagnac 1952 0,7 l",NULL,0.7,NULL
35514,"Les Comtes de Cadignan Les Comtes de Cadignan Grand Armagnac 1960 0,7 l",1,0.7,NULL
35515,"Domaine de Chevalier   Domaine de Chevalier blanc 2008 1,5 l",1,1.5,1
35516,"Domaine de Chevalier   Domaine de Chevalier blanc 2009 0,75 l",1,0.75,1
35517,"Domaine de Chevalier   Domaine de Chevalier blanc 2009 1,5 l",1,1.5,1
35518,"Sandrone, Luciano Nebbiolo Valmaggiore 2015 0,75 l",1,0.75,1
35519,"Chateau Lynch-Bages 1985 0,75 l(1)",1,0.75,1
35520,"Chateau Lynch-Bages 1988 0,75 l",1,0.75,1
35523,"Chateau Figeac 1990 0,75 l",1,0.75,1
35524,"Chateau Cos d´Estournel 1986 0,75 l",1,0.75,1
35525,"Chateau Palmer 1984 0,75 l",1,0.75,NULL
35526,"Chateau Palmer 1985 0,75 l",1,0.75,1
35527,"Chateau Palmer 1985 0,75 l",1,0.75,1
35528,"Chateau Palmer 1985 0,75 l",1,0.75,1
35529,"Chateau Palmer 1985 0,75 l",1,0.75,1
35530,"Chateau Palmer 1985 0,75 l",1,0.75,1
35531,"Chateau Palmer 1986 0,75 l",1,0.75,1
35532,"Chateau Palmer 1986 0,75 l",1,0.75,1
35533,"Chateau Palmer 1986 0,75 l",1,0.75,1
35534,"Chateau Palmer 1986 0,75 l",1,0.75,1
35535,"Chateau Vignelaure 1982 0,75 l",NULL,0.75,NULL
35536,"Chateau de Camensac 1976 0,75 l",1,0.75,NULL
35537,"Chateau Brane-Cantenac 1978 0,75 l",1,0.75,NULL
35538,"Chateau Kirwan 1992 0,75 l",1,0.75,NULL
35539,"Chateau Kirwan 1998 1,5 l",1,1.5,1
35540,"Chateau Kirwan 1998 1,5 l",1,1.5,1
35541,"Chateau Margaux 1976 0,75 l",1,0.75,NULL
35542,"Chateau Margaux 1998 0,75 l",1,0.75,1
35543,"Chateau Marquis-de-Terme 1993 0,75 l",1,0.75,NULL
35544,"Chateau Palmer 1980 0,75 l",1,0.75,NULL
35545,"Chateau La Cardonne 1988 0,75 l",1,0.75,NULL
35546,"Drouhin, Joseph Echezeaux Grand Cru 1983 0,75 l",1,0.75,NULL
35547,"Weingut Emrich Schönleber Monzinger Frühlingsplätzchen Riesling Grosses Gewächs 2008 0,75 l(1)",1,0.75,1
35578,"Domaine Didier Daguenau Pouilly-Fumé ""Pur Sang"" 2004 0,75 l",1,0.75,1
35548,"Weingut Keller Westhofener Morstein Riesling Grosses Gewächs 2013 0,75 l",NULL,0.75,1
35549,"Chateau Grand Moueys 1995 1,5 l(1)",1,1.5,1
35550,"Domaine Perrot-Minot Nuits Saint Georges La Richemone Vieilles Vignes 1er Cru 2007 0,75 l(1)",1,0.75,1
35551,"Chateau Ducru-Beaucaillou 1990 0,75 l",1,0.75,1
35552,"Domaine Robert Chevillon Nuits Saint Georges Les Perrieres 1er Cru 1985 0,75 l(1)",1,0.75,NULL
35553,"Raveneau Chablis Montee de Tonnerre 1er Cru 2016 0,75 l(2)",1,0.75,1
35554,"Domaine Lamarche La Grande Rue Grand Cru 1997 0,75 l",1,0.75,NULL
35555,"Morey, Pierre Batard Montrachet Grand Cru 1989 0,75 l",1,0.75,NULL
35556,"Morey, Pierre Batard Montrachet Grand Cru 1989 0,75 l",1,0.75,NULL
35557,"Chateau Palmer 2000 0,75 l",1,0.75,1
35558,"Chateau Palmer 2000 1,5 l",1,1.5,1
35559,"Chateau Palmer 2000 1,5 l",1,1.5,1
35560,"Chateau Grand-Puy-Lacoste 2000 0,75 l",1,0.75,1
35561,"Chateau Lynch-Bages 2000 0,75 l",1,0.75,1
35562,"Chateau Pichon Longueville Baron 2000 0,75 l",1,0.75,1
35563,"Chateau Pichon Longueville Baron 2000 1,5 l",1,1.5,1
35564,"Chateau Pichon Longueville Baron 2000 1,5 l",1,1.5,1
35565,"Alzinger, Leo Loibner Steinertal Grüner Veltliner Smaragd 2019 0,75 l",1,0.75,1
35566,"Alzinger, Leo Riesling Loibenberg  Smaragd  2019 0,75 l",1,0.75,1
35567,"Alzinger, Leo Riesling Loibenberg  Smaragd  2019 0,75 l",NULL,0.75,1
35568,"Knoll, Emmerich Loibner Loibenberg Riesling Smaragd 2019 0,75 l",1,0.75,1
35569,"Knoll, Emmerich Loibner Loibenberg Riesling Smaragd 2019 0,75 l",1,0.75,1
35570,"Prager Klaus Riesling Smaragd 2019 0,75 l",1,0.75,NULL
35571,"Prager Klaus Riesling Smaragd 2019 0,75 l",1,0.75,NULL
35572,"Prager Klaus Riesling Smaragd 2019 0,75 l",1,0.75,NULL
35573,"Prager Wachstum Bodenstein Riesling Smaragd 2019 0,75 l",1,0.75,NULL
35574,"Prager Wachstum Bodenstein Riesling Smaragd 2019 0,75 l",1,0.75,NULL
35575,"Chateau de la Gardine Chateauneuf-du-Pape Cuvee des Generations Gaston Philippe 2001 0,75 l(3)",1,0.75,1
35576,"Ayala Brut Millesime 1996 0,75 l(1)",1,0.75,NULL
35577,"Chateau Climens Les Cypres de Climens, 2e vin de Climens 2006 0,75 l",NULL,0.75,NULL
35653,"Niepoort Late Bottled Vintage Port 1988 0,75 l(1)",1,0.75,NULL
35579,"Domaine Didier Daguenau Pouilly-Fumé ""Silex"" 2004 0,75 l",1,0.75,1
35580,"Chateau Canon 1980 3,0 l",1,3,NULL
35581,"Gaja, Angelo Darmagi 2004 0,75 l",1,0.75,1
35582,"Cantina Terlan Porphyr Riserva Lagrein 2006 0,75 l",1,0.75,1
35583,"Masi Costasera Amarone della Valpolicella Classico Riserva 2004 0,75 l",1,0.75,1
35584,"Lechner Kremser Sandgrube Grüner Veltliner Auslese trocken 1999 0,5 l",1,0.5,NULL
35585,"Domaine Kreydenweiss Clos Rebberg Pinot Gris 2009 0,75 l",1,0.75,NULL
35586,"Domaine Kreydenweiss Kritt Pinot Blanc 2011 0,75 l",1,0.75,NULL
35587,"Chateau du Tertre 1983 0,75 l",1,0.75,NULL
35588,"Chateau Lafon Rochet 1983 0,75 l",1,0.75,NULL
35589,"Ornellaia ""Artista Eqillibiro"" Zhang Huan Special Edition 2009 3,0 l",NULL,3,1
35590,"Heredia, Lopez Vina Tondonia 1954 0,75 l",1,0.75,NULL
35591,"Domaine Kreydenweiss Kritt Pinot Blanc 2011 0,75 l",1,0.75,NULL
35592,"Saxenburg Select Shiraz Limited Release 1998 0,75 l",NULL,0.75,NULL
35593,"Continuum Estate Continuum Propriertary Red 2017 1,5 l",1,1.5,1
35594,"Domaine Kreydenweiss Clos Rebberg Pinot Gris 2009 0,75 l",1,0.75,NULL
35595,"Chateau Gruaud-Larose 2009 0,75 l",1,0.75,1
35596,"Chateau Leoville-Barton 2005 6,0 l",1,6,1
35597,"Clerico, Domenico Barolo Ciabot Mentin Ginestra 2006 0,75 l",1,0.75,1
35598,"La Spinetta, Rivetti Barbaresco Vürsu Vigneto Starderi Riserva 2001 1,5 l",1,1.5,NULL
35599,"Antinori Tignanello 2013 0,75 l",1,0.75,1
35600,"Le Macchiole Messorio 2006 0,75 l",1,0.75,1
35601,"Le Macchiole Messorio 2006 0,75 l",1,0.75,1
35602,"Le Macchiole Messorio 2006 0,75 l",1,0.75,1
35603,"Le Macchiole Messorio 2006 3,0 l",1,3,1
35604,"Ornellaia 2004 0,75 l",1,0.75,1
35605,"Chateau Palmer 1989 0,75 l",1,0.75,1
35606,"Chateau Palmer 1989 0,75 l",1,0.75,1
35607,"Chateau Beychevelle 1989 0,75 l",1,0.75,1
35608,"Schwarz Wine Company Nitschke Block Shiraz 2005 0,75 l",1,0.75,NULL
35609,"Erika Obermeyer Meticulous Sauvignon Blanc 2017 0,75 l",1,0.75,NULL
35610,"Juillot Corton Charlemagne Grand Cru 1994 0,75 l(4)",1,0.75,NULL
35611,"Branson Coach House Greenock Block Shiraz 2003 0,75 l",NULL,0.75,1
35612,"Parker Coonawarra Estate Terra Rossa First Growth 1998 0,75 l",1,0.75,1
35613,"Clarendon Hills Astralis 1997 0,75 l",NULL,0.75,1
35614,"Clarendon Hills Astralis 1997 0,75 l",NULL,0.75,1
35615,"Chateau La Lagune 1985 0,75 l",1,0.75,NULL
35616,"Chateau La Lagune 1985 0,75 l(1)",1,0.75,NULL
35617,"Chateau La Lagune 1986 0,75 l(1)",1,0.75,1
35618,"Chateau La Lagune 1990 0,75 l(1)",1,0.75,1
35619,"Chateau La Lagune 1991 0,75 l(8)",1,0.75,NULL
35620,"Chateau La Lagune 1994 0,75 l",1,0.75,NULL
35621,"Chateau La Lagune 1996 0,75 l(1)",1,0.75,NULL
35622,"Chateau La Lagune 1999 0,75 l(1)",1,0.75,NULL
35623,"Chateau La Lagune 2000 1,5 l",1,1.5,NULL
35624,"Chateau La Lagune 2001 0,75 l(4)",1,0.75,NULL
35625,"Moet & Chandon Dom Perignon Rosé Brut 2000 0,75 l",1,0.75,1
35626,"Moet & Chandon Dom Perignon Rosé Brut 2002 0,75 l",1,0.75,1
35627,"Moet & Chandon Dom Perignon Rosé Brut 2002 0,75 l",1,0.75,1
35628,"Moet & Chandon Dom Perignon Rosé Brut 2002 0,75 l",1,0.75,1
35629,"Moet & Chandon Dom Perignon Rosé Brut 2002 0,75 l",1,0.75,1
35630,"Roederer, Louis Cristal Brut 2004 1,5 l",1,1.5,1
35631,"Roederer, Louis Cristal Brut 2004 1,5 l",1,1.5,1
35632,"Roederer, Louis Cristal Brut 2004 1,5 l",1,1.5,1
35633,"Ruinart Dom Ruinart Vintage Brut 2002 0,75 l",1,0.75,1
35634,"Ruinart Dom Ruinart Vintage Brut 2002 0,75 l",1,0.75,1
35635,"Domaine Louis Trapet Latricieres Chambertin Grand Cru 2007 0,75 l",1,0.75,1
35636,"Domaine Perrot-Minot Chambertin Clos de Beze Vieilles Vignes Grand Cru 2005 0,75 l",1,0.75,1
35637,"Domaine Perrot-Minot Chambertin Clos de Beze Vieilles Vignes Grand Cru 2005 0,75 l",1,0.75,1
35638,"Domaine Perrot-Minot Chambertin Vieilles Vignes Grand Cru 2014 0,75 l",1,0.75,1
35639,"Domaine Perrot-Minot Chambertin Vieilles Vignes Grand Cru 2014 0,75 l",1,0.75,1
35640,"Domaine Perrot-Minot Chambolle Musigny La Combe d'Orveau   Vielles Vignes 1er Cru 2012 0,75 l",1,0.75,1
35641,"Domaine Perrot-Minot Chambolle Musigny La Combe d'Orveau Vieilles Vignes 2005 0,75 l",1,0.75,NULL
35642,"Domaine Perrot-Minot Chambolle Musigny Vieilles Vignes Village 2005 0,75 l",1,0.75,1
35643,"Domaine Perrot-Minot Griotte Chambertin Grand Cru 2012 0,75 l",NULL,0.75,1
35644,"Domaine Perrot-Minot Mazoyeres Chambertin Vieilles Vignes Grand Cru 2005 0,75 l",1,0.75,1
35645,"Vincent Girardin Puligny-Montrachet Les Referts 1er Cru 2002 0,75 l",1,0.75,1
35646,"Greenock Creek Roennfeldt Road Shiraz 2009 0,75 l",1,0.75,1
35647,"Egly-Ouriet V.P. Vieillissement Prolonge Grand Cru Extra Brut NV 0,75 l",1,0.75,1
35648,"Cathiard, Sylvain Vosne Romanee Les Reignots 1er Cru 1991 0,75 l",1,0.75,NULL
35649,"Chateau Rieussec 1997 0,75 l",1,0.75,1
35650,"Falua Conde de Vimioso 2000 0,75 l",1,0.75,NULL
35651,"Falua Conde de Vimioso 2000 0,75 l",1,0.75,NULL
35652,"Egly-Ouriet V.P. Vieillissement Prolonge Grand Cru Extra Brut NV 0,75 l",1,0.75,1
35655,"Domaine Leflaive Batard Montrachet Grand Cru 2008 1,5 l",1,1.5,1
35656,"Domaine Leflaive Batard Montrachet Grand Cru 2009 0,75 l",1,0.75,1
35657,"Domaine Leflaive Batard Montrachet Grand Cru 2009 0,75 l",1,0.75,1
35658,"Domaine Leflaive Batard Montrachet Grand Cru 2009 0,75 l",1,0.75,1
35659,"Domaine Leflaive Batard Montrachet Grand Cru 2009 1,5 l",1,1.5,1
35660,"Domaine Leflaive Batard Montrachet Grand Cru 2009 1,5 l",1,1.5,1
35661,"Domaine Leflaive Batard Montrachet Grand Cru 2010 0,75 l",1,0.75,1
35662,"Domaine Leflaive Batard Montrachet Grand Cru 2010 0,75 l",1,0.75,1
35663,"Domaine Leflaive Batard Montrachet Grand Cru 2010 0,75 l",1,0.75,1
35664,"Domaine Leflaive Batard Montrachet Grand Cru 2010 0,75 l",1,0.75,1
35665,"Domaine Tollot-Beaut et Fils Beaune Greves 1er Cru 2009 0,75 l",1,0.75,NULL
35666,"Domaine Tollot-Beaut et Fils Beaune Greves 1er Cru 2010 1,5 l",1,1.5,NULL
35667,"Domaine Tollot-Beaut et Fils Savigny Les Beaune Les Champ Chevrey 1er Cru 2009 0,75 l",1,0.75,NULL
35668,"Domaine Tollot-Beaut et Fils Savigny Les Beaune Les Lavieres 1er Cru 2009 0,75 l",1,0.75,NULL
35669,"Domaine Tollot-Beaut et Fils Savigny Les Beaune Les Lavieres 1er Cru 2010 1,5 l",1,1.5,NULL
35670,"Bernstein, Olivier Charmes-Chambertin Grand Cru 2008 0,75 l",1,0.75,NULL
35671,"Bernstein, Olivier Charmes-Chambertin Grand Cru 2008 0,75 l",1,0.75,NULL
35672,"Bernstein, Olivier Charmes-Chambertin Grand Cru 2010 0,75 l",1,0.75,1
35673,"Bernstein, Olivier Clos de la Roche Grand Cru 2010 0,75 l",1,0.75,1
35674,"Bernstein, Olivier Clos de la Roche Grand Cru 2010 0,75 l",1,0.75,1
35675,"Les Comtes de Cadignan Les Comtes de Cadignan Grand Armagnac 1961 0,7 l",1,0.7,NULL
35676,"Les Comtes de Cadignan Les Comtes de Cadignan Grand Armagnac 1962 0,7 l",1,0.7,NULL
35677,"Les Comtes de Cadignan Les Comtes de Cadignan Grand Armagnac 1975 0,7 l",1,0.7,NULL
35678,"Les Comtes de Cadignan Les Comtes de Cadignan Grand Armagnac 1977 0,7 l",1,0.7,NULL
35679,"Feuillatte, Nicolas Cuvee Palmes d'Or Brut 1998 0,75 l",1,0.75,1
35702,"Chateau Palmer 1989 0,75 l",1,0.75,1
35680,"Feuillatte, Nicolas Cuvee Palmes d'Or Brut 1998 0,75 l",1,0.75,1
35681,"Feuillatte, Nicolas Cuvee Palmes d'Or Brut 1998 0,75 l",1,0.75,1
35682,"Moet & Chandon Dom Perignon Brut 1998 0,75 l",1,0.75,1
35683,"Moet & Chandon Dom Perignon Brut 1998 0,75 l",1,0.75,1
35684,"Moet & Chandon Dom Perignon Brut 2000 0,75 l",1,0.75,1
35685,"Chateau Cos d´Estournel 1988 0,75 l",1,0.75,1
35686,"Chateau Cos d´Estournel 1988 0,75 l(1)",1,0.75,1
35687,"Chateau Montrose 1996 0,75 l",1,0.75,1
35688,"Chateau Leoville Las Cases 1983 0,75 l(1)",1,0.75,NULL
35689,"Antinori Tignanello 1978 0,75 l",NULL,0.75,NULL
35690,"Chateau Lynch-Bages 1998 0,75 l(1)",1,0.75,NULL
35691,"Schubert von, Carl Gutsverwaltung Maximin Grünhäuser Abtsberg Riesling Trockenbeerenauslese 1998 0,375 l",1,0.37,NULL
35692,"Dönnhoff Oberhäuser Brücke Riesling Eiswein 1999 0,375 l",1,0.37,NULL
35693,"Dönnhoff Oberhäuser Brücke Riesling Eiswein 1999 0,375 l",1,0.37,NULL
35694,"Weingut Crusius Traiser Bastei Riesling Spätlese 2005 0,75 l(1)",1,0.75,NULL
35695,"Chateau Palmer 1988 0,75 l",1,0.75,1
35696,"Chateau Palmer 1988 0,75 l",1,0.75,1
35697,"Chateau Palmer 1988 0,75 l",1,0.75,1
35698,"Chateau Palmer 1988 0,75 l(1)",1,0.75,1
35699,"Chateau Palmer 1989 0,75 l",1,0.75,1
35700,"Chateau Palmer 1989 0,75 l",1,0.75,1
35701,"Chateau Palmer 1989 0,75 l",1,0.75,1
36210,"Chateau Mouton-Rothschild 1979 0,75 l",1,0.75,1
35703,"Chateau Palmer 1989 0,75 l",1,0.75,1
35704,"Chateau Palmer 1989 0,75 l",1,0.75,1
35705,"Chateau Palmer 1980 0,75 l",1,0.75,NULL
35706,"Chateau Palmer 1980 0,75 l",1,0.75,NULL
35707,"Chateau Palmer 1980 0,75 l",NULL,0.75,NULL
35708,"Chateau Rausan Segla 1970 0,75 l(1)",1,0.75,NULL
35709,"Chateau Duhart-Milon-Rothschild 1971 0,75 l(1)",1,0.75,NULL
35710,"Chateau Duhart-Milon-Rothschild 1976 0,75 l(6)",NULL,0.75,NULL
35711,"Chateau Grand-Puy-Lacoste 1982 0,75 l",1,0.75,1
35712,"Chateau Haut-Batailley 1982 0,75 l(11)",NULL,0.75,NULL
35713,"Chateau Lafite-Rothschild 1988 0,75 l",1,0.75,1
35714,"Chateau Lafite-Rothschild 1988 0,75 l(8)",1,0.75,1
35715,"Domaine Perrot-Minot Chapelle Chambertin Grand Cru 2006 0,75 l",1,0.75,1
35716,"Chateau Cos d´Estournel 1996 0,75 l",1,0.75,1
35717,"Chateau Figeac 2003 1,5 l",1,1.5,1
35718,"Ferrand, Pierre Cognac ""Abel"" Grande Champagne 1er Cru NV 0,7 l",1,0.7,NULL
35719,"Landy Cognac XO Premier Cru - Grande Champagne  NV  0,7 l",1,0.7,NULL
35720,"Taittinger Comtes de Champagne Blanc de Blanc Brut 2006 0,75 l",1,0.75,1
35721,"Domaine Armand Rousseau Gevrey Chambertin Village 2005 0,75 l",1,0.75,NULL
35722,"Domaine G. Roumier Chambolle Musigny Les Amoureuses 1er Cru 2006 0,75 l",1,0.75,1
35723,"Chateau Cos Labory 2006 0,75 l(2)",1,0.75,1
35724,"Verburg, Niels Shiraz ""Luddite"" 2010 1,5 l",1,1.5,NULL
35725,"Chateau Pichon Longueville Baron 2002 0,75 l",1,0.75,1
35726,"Chateau La Mission-Haut-Brion 2000 0,75 l",1,0.75,1
35727,"Chateau La Mission-Haut-Brion 2000 0,75 l",1,0.75,1
35728,"Chateau Troplong-Mondot 2000 0,75 l",1,0.75,1
35729,"Chateau Cos d´Estournel 2000 1,5 l",1,1.5,1
35730,"Chateau Cos d´Estournel 2000 1,5 l",1,1.5,1
35731,"Chateau Montrose 2000 0,75 l",1,0.75,1
35732,"Chateau Montrose 2000 1,5 l",1,1.5,1
35733,"Chateau Montrose 2000 1,5 l",1,1.5,1
35734,"Chateau Ducru-Beaucaillou 2000 1,5 l",1,1.5,1
35735,"Vincent Girardin Corton Charlemagne Grand Cru 2008 0,75 l(2)",1,0.75,1
35736,"Vincent Girardin Batard Montrachet Grand Cru 2009 0,75 l",1,0.75,1
35737,"Vincent Girardin Batard-Montrachet Grand Cru 2005 0,75 l",1,0.75,1
35738,"Vincent Girardin Le Montrachet Grand Cru 2009 0,75 l",1,0.75,1
35739,"Vincent Girardin Le Montrachet Grand Cru 2009 0,75 l",1,0.75,1
35740,"Vincent Girardin Le Montrachet Grand Cru 2010 0,75 l",1,0.75,1
35741,"Vincent Girardin Le Montrachet Grand Cru 2010 0,75 l",1,0.75,1
35742,"Vincent Girardin Le Montrachet Grand Cru 2010 1,5 l",1,1.5,1
35743,"Colin-Morey, Pierre-Yves Corton Charlemagne Grand Cru 2009 0,75 l",1,0.75,1
35744,"Domaine de la Romanee-Conti Echezeaux Grand Cru 1991 0,75 l",1,0.75,1
35745,"Domaine Faiveley Echezeaux Grand Cru 1993 0,75 l(2)",NULL,0.75,NULL
35746,"Chateau Mouton-Rothschild 1991 1,5 l",1,1.5,NULL
35747,"Roederer, Louis Cristal Brut 1999 0,75 l",1,0.75,1
35748,"Roederer, Louis Cristal Brut 2000 0,75 l",1,0.75,1
35749,"Freie Weingärtner Wachau ""Aus den Weingärten Dürnsteins"" Beerenauslese 1979 0,375 l(1)",1,0.37,NULL
35750,"Ornellaia 1987 0,75 l",1,0.75,NULL
35751,"Sine Qua Non Imposter McCoy 1997 0,75 l",1,0.75,1
35752,"Sine Qua Non Imposter McCoy 1997 0,75 l",1,0.75,1
35753,"Sine Qua Non Imposter McCoy 1997 0,75 l",1,0.75,1
35754,"Sine Qua Non Imposter McCoy 1997 0,75 l",1,0.75,1
35755,"Hobbs Shiraz - Viognier 2006 0,75 l",1,0.75,1
35756,"Domaine Kreydenweiss Kritt Pinot Blanc 2011 0,75 l",1,0.75,NULL
35757,"Domaine Kreydenweiss Clos Rebberg Pinot Gris 2009 0,75 l",1,0.75,NULL
35758,"Piper Heidsieck Rare Brut 1979 0,75 l",1,0.75,NULL
35759,"Piper Heidsieck Rare Brut 1985 0,75 l",1,0.75,NULL
35760,"Piper Heidsieck Rare Brut 1985 0,75 l",1,0.75,NULL
35761,"Piper Heidsieck Rare Brut 1988 0,75 l",1,0.75,1
35762,"Domaine Kreydenweiss Kritt Pinot Blanc 2011 0,75 l",1,0.75,NULL
35763,"Continuum Estate Continuum Propriertary Red 2017 1,5 l",1,1.5,1
