"id","name","sold","bottlesize_l","winpoints_signalled"
23628,"Lisini Brunello di Montalcino 1998 0,75 l",1,0.75,1
23629,"Chateau de Lussac 1961 0,75 l",1,0.75,NULL
23630,"Bodegas Berberana Vina Alarde Gran Reserva 1995 0,75 l",NULL,0.75,NULL
23631,"Chateau Les Ormes De Pez 2000 0,75 l",NULL,0.75,NULL
23632,"Chateau Palmer 1999 0,75 l",1,0.75,1
23633,"Chateau Cos d´Estournel 1993 0,75 l",1,0.75,NULL
23634,"Chateau Canon-La-Gaffeliere 1992 0,75 l",NULL,0.75,NULL
23636,"Bologna, Giacomo Barbera d´Asti, Bricco della Bigotta 1994 1,5 l",NULL,1.5,NULL
23637,"Ornellaia 2005 0,75 l",1,0.75,1
23638,"Guigal, Etienne Cote Rotie La Turque 1988 0,75 l",1,0.75,1
23639,"Moet & Chandon   Grand Vintage Rose Brut 2002 0,75 l(1)",1,0.75,NULL
23640,"Alzinger, Leo Loibner Loibenberg Grüner Veltliner Smaragd 2018 0,75 l",1,0.75,1
23641,"Heinrich, Gernot Blaufränkisch Alter Berg 2014 0,75 l",1,0.75,NULL
23642,"Chateau Montrose La Dame de Montrose, 2e vin de Montrose 2010 0,75 l",1,0.75,1
23643,"Chateau Haut-Brion 2012 0,75 l",1,0.75,1
23644,"Blankiet Rive Droite Proprietary Red 2011 0,75 l",1,0.75,1
23645,"Kilikanoon Shiraz ""R"" 2002 0,75 l",NULL,0.75,NULL
23646,"Tenuta San Guido Sassicaia 1998 0,75 l",1,0.75,1
23647,"Römerhof Kollwentz Cabernet Sauvignon 2015 0,75 l",1,0.75,NULL
23648,"Turley Cellars Zinfandel Pesenti 2004 0,75 l",1,0.75,1
23649,"Turley Cellars Zinfandel Pesenti 2004 0,75 l",NULL,0.75,1
23650,"Chateau Fonroque 2010 0,75 l",1,0.75,NULL
23651,"Chateau Mouton-Rothschild 1983 0,75 l",1,0.75,1
23652,"Inniskillin Winery  Inniskillin Cabernet Franc Icewine 1999 0,375 l",1,0.37,NULL
23653,"Domaine Armand Rousseau Chambertin Grand Cru 1998 0,75 l",NULL,0.75,1
23654,"Moet & Chandon Dom Perignon Brut 1964 0,75 l",1,0.75,NULL
23655,"Domaine Armand Rousseau Chambertin Grand Cru 2000 0,75 l",NULL,0.75,1
23656,"Biondi Santi-Il Greppo Brunello di Montalcino 1990 0,75 l(1)",1,0.75,NULL
23657,"Haart, Reinhold Piesporter Goldtröpfchen Riesling Auslese 2001 0,75 l(1)",1,0.75,NULL
23658,"Baron Philippe de Rothschild Baron Nathaniel 2001 0,75 l(1)",NULL,0.75,NULL
23659,"Borges Vintage Port 1989 0,75 l",NULL,0.75,NULL
23660,"Chateau Villars 1995 0,75 l(10)",NULL,0.75,NULL
23661,"Weingut Müller-Catoir Haardter Bürgergarten Riesling Auslese 1997 0,75 l(1)",NULL,0.75,NULL
23662,"Domaine de la Janasse Cotes du Rhone Les Garrigues 1998 0,75 l",NULL,0.75,NULL
23663,"Chateau Pichon Longueville Comtesse de Lalande Reserve de la Comtesse, 2e Vin de Pichon-Lalande 1988 0,75 l(1)",NULL,0.75,NULL
23664,"Chateau l´Angelus 1986 0,75 l",NULL,0.75,1
23667,"Bertagna Vougeot Clos de la Perriere 1er Cru 1996 0,75 l",NULL,0.75,NULL
23668,"Marquis d´Angerville Pommard Village 2001 0,75 l(1)",1,0.75,NULL
23669,"Zenato Amarone della Valpolicella Classico Riserva 1985 0,75 l",NULL,0.75,NULL
23670,"Turley Cellars Hayne Vineyard Zinfandel 2004 0,75 l",1,0.75,1
23671,"Ruinart Dom Ruinart Blanc de Blancs Brut 1996 0,75 l",1,0.75,1
23672,"Pichler, F.X. Grüner Veltliner M Smaragd 2016 0,75 l",1,0.75,1
23673,"Outpost Zinfandel 2013 0,75 l",1,0.75,NULL
23674,"Chateau Canon-La-Gaffeliere 1988 0,75 l",1,0.75,1
23675,"Chateau Lafite-Rothschild 1956 0,75 l",1,0.75,NULL
23676,"Blankiet Paradise Hills Vineyard ""Prince of Hearts"" 2012 0,75 l",1,0.75,NULL
23677,"Chateau Lafite-Rothschild 1995 0,75 l",1,0.75,1
23678,"Tscheppe Grauburgunder Riegersburg 2002 0,75 l(2)",1,0.75,NULL
23679,"Chateau Margaux 1986 0,75 l",1,0.75,1
23680,"Chateau Lafite-Rothschild 1982 0,75 l",1,0.75,1
23681,"Chateau Lafite-Rothschild 1992 0,75 l",1,0.75,NULL
23682,"Chateau Mouton-Rothschild 1982 0,75 l",1,0.75,1
23683,"Chateau Haut-Brion 1991 0,75 l",1,0.75,NULL
23684,"Chateau Cheval Blanc 1985 0,75 l",1,0.75,1
23685,"Chateau Haut-Brion 1990 0,75 l",1,0.75,1
23686,"Domaine Mommessin Clos de Tart Grand Cru 1996 0,75 l",1,0.75,NULL
23687,"Lamarche, Francois Echezeaux Grand Cru 1996 0,75 l",1,0.75,NULL
23688,"Römerhof Kollwentz Blaufränkisch Setz 2008 0,75 l",NULL,0.75,NULL
23689,"Römerhof Kollwentz Blaufränkisch Setz 2008 0,75 l",1,0.75,NULL
23690,"Römerhof Kollwentz Blaufränkisch Setz 2008 0,75 l",NULL,0.75,NULL
23691,"Römerhof Kollwentz Blaufränkisch Setz 2008 0,75 l",NULL,0.75,NULL
23692,"Römerhof Kollwentz Cabernet Sauvignon 2015 0,75 l",1,0.75,NULL
23693,"Domaine Klipfel Gewürztraminer Clos Zisser Grand Cru 1967 0,75 l(1)",1,0.75,NULL
23694,"T. - F.X. - T. Arachon Evolution 1997 0,75 l",1,0.75,NULL
23695,"T. - F.X. - T. Arachon Evolution 1997 0,75 l",1,0.75,NULL
23696,"T. - F.X. - T. Arachon Evolution 1997 0,75 l",1,0.75,NULL
23697,"T. - F.X. - T. Arachon Evolution 1997 0,75 l(1)",1,0.75,NULL
23698,"Weingut Karthäuserhof Eitelsbacher Karthäuserhofberg Riesling Eiswein Fass Nr. 37 Versteigerungswein 1993 0,75 l",1,0.75,NULL
23699,"Weingut Dr. Crusius Schlossböckelheimer Felsenberg Riesling Beerenauslese 2000 0,75 l",NULL,0.75,NULL
23700,"Fürst von Metternich-Winneburg'sches Domänen Rentamt/ Schloß Johannisberg Schloß Johannisberg Grünlack Riesling Spätlese trocken 1999 0,75 l",1,0.75,NULL
23701,"Weingut Müller-Catoir Haardter Mandelring Scheurebe Eiswein 2001 0,375 l",NULL,0.37,NULL
23702,"Chateau Pavie-Macquin 2006 0,75 l",1,0.75,1
23703,"Grasso, Elio Barolo Gavarini Chiniera 2011 0,75 l",1,0.75,1
23704,"Couvent des Jacobins 1980 0,75 l(3)",NULL,0.75,NULL
23705,"Chateau Mouton-Rothschild 2002 3,0 l",1,3,1
23706,"Chateau Croix de Labrie 1999 0,75 l",1,0.75,1
23707,"Weingut Keller Westhofen Abtserde Riesling Grosses Gewächs 2015 0,75 l",1,0.75,NULL
23708,"Taittinger Taittinger Collection Corneille 1990 0,75 l",1,0.75,NULL
23709,"Taittinger Taittinger Collection Hartung 1986 0,75 l",1,0.75,1
23710,"Taittinger Taittinger Collection Masson Brut 1982 0,75 l",1,0.75,1
23711,"Taittinger Taittinger Collection Masson Brut 1982 0,75 l",1,0.75,1
23712,"Taittinger Taittinger Collection Matta 1992 0,75 l",1,0.75,NULL
23713,"Taittinger Taittinger Collection Matta 1992 0,75 l",1,0.75,NULL
23714,"Taittinger Taittinger Collection Matta 1992 0,75 l",1,0.75,NULL
23715,"Taittinger Taittinger Collection Matta 1992 0,75 l",1,0.75,NULL
23716,"Veuve Clicquot Ponsardin La Grande Dame Brut 1990 0,75 l",1,0.75,1
23717,"Veuve Clicquot Ponsardin La Grande Dame Brut 1990 0,75 l",1,0.75,1
23718,"Chateau Lafite-Rothschild 1994 0,75 l",NULL,0.75,1
23719,"Chateau Lafite-Rothschild 1998 0,75 l",NULL,0.75,1
23720,"Chateau Lafite-Rothschild 1999 0,75 l",1,0.75,1
23721,"Chateau Mouton-Rothschild 1994 0,75 l",1,0.75,1
23722,"Chateau Clos des Menuts 1996 0,75 l",1,0.75,NULL
23723,"Chateau Beychevelle 2000 0,75 l",1,0.75,1
23724,"Chapoutier, Max Cote Rotie 1992 0,75 l(1)",1,0.75,NULL
23725,"Justinos Madeira Old Reserve Fine Rich 10 years old NV 0,75 l",1,0.75,NULL
23726,"Bodegas Riojanas Monte Real Gran Reserva 1994 0,75 l",1,0.75,NULL
23727,"Prunotto Barolo 1973 0,75 l",1,0.75,NULL
23728,"Autreau de Champillon Blanc de Blancs 1er Cru Brut NV 0,75 l",1,0.75,NULL
23729,"Autreau de Champillon Blanc de Blancs 1er Cru Brut NV 0,75 l(1)",1,0.75,NULL
23730,"Autreau de Champillon Brut 1er Cru NV 0,75 l",NULL,0.75,NULL
23731,"Bonville, Edmond Champagne Special Club de Viticulteurs Champenois Blanc de Blancs Brut 1982 0,75 l",1,0.75,NULL
23732,"Chateau Kirwan 1988 0,75 l",NULL,0.75,NULL
23733,"Kracher / Schwarz / Krankl Schwarz - Rot 2006 0,75 l(1)",1,0.75,1
23734,"Vall Llach Idus 2004 0,75 l",NULL,0.75,1
23735,"Schloss Gobelsburg Kammerner Grub Grüner Veltliner Reserve 2012 0,75 l(5)",1,0.75,NULL
23736,"Chateau de la Riviere 1986 0,75 l",NULL,0.75,NULL
23737,"Chateau Cantemerle 1982 0,75 l",1,0.75,NULL
23738,"Ruinart Dom Ruinart Blanc de Blancs Brut 1996 0,75 l",NULL,0.75,1
23739,"Chateau La Lagune 1982 0,75 l(1)",1,0.75,1
23740,"Amiot Servelle Chambolle Musigny Les Amoureuses 1er Cru 2000 0,75 l",1,0.75,NULL
23741,"Bodegas Gallego Zapatero Yotuel Finca La Nava 2010 0,75 l",1,0.75,NULL
23742,"Chateau Brane-Cantenac 2005 0,75 l(1)",1,0.75,1
23743,"Leitz, Josef Rüdesheimer Berg Rottland Riesling ""Alte Reben"" Goldkapsel trocken 2006 0,75 l(2)",NULL,0.75,NULL
23744,"Chateau Margaux 1998 0,75 l",1,0.75,1
23745,"Chateau Pichon Longueville Baron 2002 0,75 l",1,0.75,1
23746,"Kalleske Grenache Old Vine 2005 0,75 l",1,0.75,1
23747,"Penfolds Grange Hermitage 2001 0,75 l",1,0.75,1
23748,"Römerhof Kollwentz Blaufränkisch Setz 2007 0,75 l",1,0.75,NULL
23749,"Römerhof Kollwentz Blaufränkisch Setz 2008 0,75 l",NULL,0.75,NULL
23750,"Römerhof Kollwentz Blaufränkisch Setz 2011 0,75 l",NULL,0.75,NULL
23751,"Römerhof Kollwentz Blaufränkisch Setz 2015 0,75 l",NULL,0.75,NULL
23752,"Römerhof Kollwentz Blaufränkisch Setz 2015 0,75 l",NULL,0.75,NULL
23753,"Römerhof Kollwentz Cabernet Sauvignon 2015 0,75 l",NULL,0.75,NULL
23754,"Römerhof Kollwentz Steinmühle Sauvignon Blanc 2017 0,75 l",NULL,0.75,NULL
23755,"Pichler, F.X. Loibner Loibenberg Grüner Veltliner Smaragd 2013 0,75 l",NULL,0.75,NULL
23756,"Pichler, F.X. Loibner Loibenberg Grüner Veltliner Smaragd 2013 0,75 l",NULL,0.75,NULL
23757,"Pichler, F.X. Loibner Loibenberg Grüner Veltliner Smaragd 2013 0,75 l",1,0.75,NULL
23758,"Chateau La Tour Haut-Brion 1986 0,75 l(1)",1,0.75,NULL
23759,"Chateau Canon-La-Gaffeliere 1975 0,375 l",NULL,0.37,NULL
23760,"Chateau Mouton-Rothschild 1995 0,75 l",1,0.75,1
23761,"Chateau La Conseillante 2009 0,75 l",NULL,0.75,1
23762,"Biondi Santi-Il Greppo Brunello di Montalcino 1975 0,75 l",NULL,0.75,NULL
23763,"Masi Campolongo di Torbe Amarone della Valpolicella 1990 0,75 l",1,0.75,NULL
23764,"Chateau la Dominique 1994 0,75 l",1,0.75,NULL
23765,"Launois Pere et Fils Le Mesnil-Sur-Oger Blanc de Blancs Premier Cru Brut 1975 0,75 l",1,0.75,NULL
23766,"Chateau Cambon la Pelouse 2007 1,5 l",NULL,1.5,NULL
23767,"Chateau La Garde 1999 0,75 l",1,0.75,NULL
23768,"Palacios, Alvaro L'Ermita 1995 0,75 l",1,0.75,1
23769,"Hennessy Cognac Bras Arme NV 0,7 l",1,0.7,NULL
23770,"Chateau Lynch-Bages 1984 0,75 l",1,0.75,NULL
23771,"Chateau Pavie 1988 0,75 l",1,0.75,NULL
23772,"Chateau Lafite-Rothschild 1999 0,75 l",1,0.75,1
23773,"Chateau Gruaud-Larose 1996 0,75 l(1)",1,0.75,1
23774,"Chateau Duhart-Milon-Rothschild 2002 0,75 l",1,0.75,NULL
23775,"Chateau Prieure-Lichine 1981 0,75 l(1)",1,0.75,NULL
23776,"Weingut Knipser Laumersheimer Kapellenberg Riesling Kabinett trocken 2010 0,75 l",1,0.75,NULL
23777,"Pichler, F.X. Loibner Berg Grüner Veltliner Smaragd 2000 0,75 l(3)",1,0.75,1
23778,"Cordero di Montezemolo Barolo Monfalletto 2004 0,75 l(1)",1,0.75,NULL
23779,"Chateau Mouton-Rothschild 1975 0,75 l",NULL,0.75,1
23780,"Niepoort Colheita Port 1952 0,75 l",NULL,0.75,NULL
23781,"Chateau Grand Moueys 1995 1,5 l(1)",1,1.5,NULL
23782,"Scavino, Paolo Barolo 1998 0,75 l(1)",1,0.75,1
23783,"Weingut Keller Monsheimer Silberberg Rieslaner Beerenauslese  2006 0,375 l",NULL,0.37,NULL
23784,"Chateau Mouton-Rothschild 1996 0,75 l",1,0.75,1
23839,"Schäfer, Willi Graacher Domprobst Riesling Auslese 2004 0,75 l",1,0.75,NULL
23785,"Domaine de la Pousse d'Or Volnay Les Caillerets Clos des 60 Ouvrees 1er Cru 1990 0,375 l",1,0.37,1
23786,"Altesino Brunello di Montalcino 1990 0,75 l(1)",1,0.75,1
23787,"Chateau Clos Fourtet 1975 0,75 l",1,0.75,NULL
23788,"Chateau Feytit Clinet 2012 0,75 l",1,0.75,1
23789,"Chateau Marquis-de-Terme 1990 0,75 l",1,0.75,NULL
23790,"Chateau Pontet-Canet 2011 0,75 l",1,0.75,1
23791,"Castello dei Rampolla Sammarco 2007 0,375 l",1,0.37,1
23792,"San Giusto a Rentennano Vin Santo 1999 0,5 l",1,0.5,1
23793,"Chateau de Lussac 1961 0,75 l",NULL,0.75,NULL
23794,"Ferreira Quinta do Rodo Rare and Rich Old Tawny Port 1936 0,75 l",NULL,0.75,NULL
23795,"Chateau L´If 2015 0,75 l",NULL,0.75,1
23796,"Domaine Remi Jobard Meursault Le Poruzot Dessus 1er Cru 2006 0,75 l",1,0.75,1
23797,"Domaine Klipfel Gewürztraminer Clos Zisser 1973 0,75 l(1)",NULL,0.75,NULL
23798,"Chateau Lafite-Rothschild 1994 0,75 l",1,0.75,1
23799,"Chateau Meyney 1999 0,75 l(1)",NULL,0.75,NULL
23800,"Chateau Caronne-Ste-Gemme 1982 0,75 l",NULL,0.75,NULL
23801,"Chateau l´Angelus 1999 0,75 l",1,0.75,1
23802,"Penfolds Grange Hermitage 1995 0,75 l",1,0.75,NULL
23803,"Domaine Vigot Echezeaux Grand Cru 1988 0,75 l",1,0.75,NULL
23804,"Chateau Lascombes 1973 0,75 l(1)",1,0.75,NULL
23805,"Dönnhoff Norheimer Dellchen Riesling Spätlese 2005 0,75 l(2)",1,0.75,NULL
23806,"Dönnhoff Norheimer Dellchen Riesling Grosses Gewächs 2016 0,75 l(2)",1,0.75,1
23807,"Chateau Fourcas-Hosten 1996 0,75 l(1)",1,0.75,NULL
23808,"Chateau Palmer 1988 0,75 l",1,0.75,1
23809,"Heinrich, Gernot Blaufränkisch Alter Berg 2014 0,75 l",NULL,0.75,NULL
23810,"Blankiet Paradise Hills Vineyard ""Prince of Hearts"" 2013 0,75 l",NULL,0.75,1
23866,"Schiefer, Uwe Blaufränkisch ""Reihburg"" 2006 0,75 l",1,0.75,NULL
23811,"Chateau la Dominique 1995 0,75 l(10)",1,0.75,NULL
23812,"Kalleske Shiraz Greenock 2011 0,75 l",NULL,0.75,NULL
23813,"Alzinger, Leo Loibner Steinertal Grüner Veltliner Smaragd 2018 1,5 l",1,1.5,1
23814,"Clos Saint Jean Chateauneuf-du-Pape 2008 0,75 l",1,0.75,1
23815,"Domaine Jean Grivot Nuits Saint Georges ""Aux Boudots"" 1er Cru 2003 0,75 l",1,0.75,NULL
23816,"Chateau Pichon Longueville Baron Les Tourelles de Longueville, 2e vin de pichon-Baron 1997 0,75 l(1)",1,0.75,NULL
23817,"Chateau Pavie 1982 0,75 l",1,0.75,NULL
23818,"Blass, Wolf Shiraz - Cabernet Sauvignon  ""Black Label"" 1995 0,75 l",1,0.75,NULL
23819,"Pommery Cuveé Louise Brut 1999 0,75 l",1,0.75,1
23820,"Chateau Langoa-Barton 1990 0,75 l",1,0.75,NULL
23821,"Ruinart Dom Ruinart Blanc de Blancs Brut 2002 0,75 l",1,0.75,1
23822,"Chateau Latour 1994 6,0 l",1,6,1
23823,"Koehler-Ruprecht Kallstadter Saumagen Riesling Beerenauslese 1992 0,75 l(1)",1,0.75,NULL
23824,"Domaine Saint EugeneLes Trois Tomates Consul 2007 0,75 l",1,0.75,NULL
23825,"Bodegas Gallego Zapatero Yotuel Finca La Nava 2011 0,75 l",1,0.75,NULL
23826,"Domaine Armand Rousseau Chambertin Grand Cru 2000 0,75 l",NULL,0.75,1
23827,"Domaine Saint EugeneLes Trois Tomates Consul 2008 0,75 l",1,0.75,NULL
23828,"Engelmann Erben Hallgartener Schönhell Riesling Auslese 1976 0,7 l(1)",NULL,0.7,NULL
23829,"Chateau Peyre Lebade 2002 0,75 l",NULL,0.75,NULL
23830,"Domaine de la Janasse Chateauneuf-du-Pape ""Vielles Vignes"" 2010 0,75 l",NULL,0.75,1
23831,"Weingut A. Christmann Gimmeldinger Mandelgarten Riesling Spätlese trocken 1997 0,75 l(1)",NULL,0.75,NULL
23832,"Borges & Imao Vintage Port 1979 0,75 l",NULL,0.75,NULL
23833,"Weingut Müller-Catoir Mußbacher Eselshaut Rieslaner Trockenbeerenauslese 2001 0,375 l",NULL,0.37,NULL
23834,"Chateau La Tour Haut Caussan 1988 0,75 l(7)",NULL,0.75,NULL
23835,"Chateau Duhart-Milon-Rothschild 2001 0,75 l",NULL,0.75,NULL
23836,"Reichsrat von Buhl Forster Ungeheuer Riesling Auslese 1997 0,375 l(2)",NULL,0.37,NULL
23837,"Shafer Vineyards Cabernet Sauvignon Stag's Leap 1993 0,75 l",NULL,0.75,NULL
23838,"Chateau Figeac 2003 0,75 l",1,0.75,1
23840,"Krug Private Cuvee Brut 1962 0,75 l",1,0.75,NULL
23841,"Giacosa, Bruno Barbaresco St.Stefano di Neive 1999 0,75 l",1,0.75,NULL
23842,"Luquet, Roger Saint Veran 1997 0,75 l(2)",1,0.75,NULL
23843,"Chateau Cos d´Estournel 1982 0,75 l",1,0.75,1
23844,"Gerbet, Francois Vosne Romanee ""Aux Reas"" 2007 1,5 l",1,1.5,NULL
23845,"Chateau Margaux 1996 0,75 l",1,0.75,1
23846,"Chateau Pontet-Canet 2006 0,75 l",1,0.75,1
23847,"Jacob´s Vineyard Cabernet-Sauvignon 2014 0,75 l(5)",NULL,0.75,NULL
23848,"Chateau Sociando-Mallet 1996 0,75 l(1)",1,0.75,1
23849,"Chateau Margaux Pavillon Rouge, 2e vin de Margaux 1996 0,75 l(1)",NULL,0.75,NULL
23850,"Chateau Clerc-Milon Rothschild 1995 0,75 l(1)",1,0.75,1
23851,"Chateau Latour 1988 0,75 l",1,0.75,1
23852,"Chateau Latour Les Forts de Latour, 2e vin de Latour 1996 0,75 l(1)",1,0.75,1
23853,"Chateau La Mission-Haut-Brion 1993 0,75 l",1,0.75,NULL
23854,"Chateau de Beaucastel Chateauneuf-du-Pape 1994 0,75 l(1)",1,0.75,1
23855,"Chateau Ausone 1988 0,75 l",1,0.75,NULL
23856,"Chateau Cheval Blanc 1996 0,75 l",1,0.75,1
23857,"Chateau Ducru-Beaucaillou 1989 0,75 l(1)",1,0.75,1
23858,"Ott, Bernhard Grüner Veltliner Rosenberg Reserve 2000 0,75 l(2)",1,0.75,NULL
23859,"Quinta do Vale Meao Tinto 2009 0,75 l",1,0.75,1
23860,"Cullen Cabernet Merlot 1995 0,75 l",1,0.75,NULL
23861,"Phelps, J. Vineyards Cabernet Sauvignon 2014 1,5 l",1,1.5,1
23862,"Phelps, J. Vineyards Cabernet Sauvignon 2014 1,5 l",1,1.5,1
23863,"Phelps, J. Vineyards Cabernet Sauvignon 2014 1,5 l",1,1.5,1
23864,"Chateau Ste. Michelle Merlot Columbia Valley 1993 0,75 l",1,0.75,NULL
23865,"Cullen Cabernet Merlot 1995 0,75 l",NULL,0.75,NULL
23867,"Bonneau du Martray Corton-Charlemagne Grand Cru 2011 0,75 l",1,0.75,NULL
23868,"Pichler, F.X. Dürnsteiner Kellerberg Riesling Smaragd 2000 0,75 l(2)",1,0.75,1
23869,"Levi, Serafino Grappa - braun ""sogno ho sognato"" 49 % Vol. 2004 0,7 l",NULL,0.7,NULL
23871,"Weingut Keller Niersteiner Pettenthal Riesling Grosses Gewächs 2010 0,75 l",1,0.75,1
23872,"Chateau Figeac 1998 0,75 l",1,0.75,1
23873,"Lafitte, Charles Champagne Tradition Brut NV 0,75 l",NULL,0.75,NULL
23874,"Domaine Robert Groffier Chambertin Clos de Beze Grand Cru 2004 0,75 l",NULL,0.75,NULL
23875,"Chateau Lynch-Bages 1990 0,75 l",1,0.75,1
23876,"Chateau Clos Marsalette Chateau Clos Marsalette rouge 2009 1,5 l",1,1.5,1
23877,"Dal Forno Romano Valpolicella Superiore 2002 1,5 l",1,1.5,1
23878,"Veuve Clicquot Ponsardin La Grande Dame Brut 1990 0,75 l",1,0.75,1
23879,"Veuve Clicquot Ponsardin La Grande Dame Brut 1990 0,75 l",1,0.75,1
23880,"Veuve Clicquot Ponsardin La Grande Dame Rosé Brut 1979 0,75 l",1,0.75,NULL
23881,"Veuve Clicquot Ponsardin La Grande Dame Rosé Brut 1979 0,75 l",1,0.75,NULL
23882,"Veuve Clicquot Ponsardin Rosé Reserve Brut 1988 0,75 l",1,0.75,NULL
23883,"Veuve Clicquot Ponsardin Rosé Reserve Brut 1988 0,75 l",1,0.75,NULL
23884,"Veuve Clicquot Ponsardin Rosé Reserve Brut 1988 0,75 l",1,0.75,NULL
23885,"Boillot, Henri Pommard Les Jarollieres 1er Cru 1979 1,5 l",1,1.5,NULL
23886,"Bouchard, Pere & Fils Beaune Clos de la Mousse 1er Cru 1989 0,75 l(5)",NULL,0.75,NULL
23887,"Bouchard, Pere & Fils Beaune Les Teurons 1er Cru 1989 0,75 l",NULL,0.75,NULL
23888,"Levi, Serafino Grappa - braun ""Christmas star"" 50 % Vol. 2002 0,7 l",NULL,0.7,NULL
23889,"Taittinger Taittinger Collection Lichtenstein 1985 0,75 l",1,0.75,NULL
23890,"Chateau Pontet-Canet 2004 0,75 l",1,0.75,1
23891,"Domaine Louis Latour Chateau Corton Grancey Grand Cru 1985 0,75 l",1,0.75,1
23892,"Bodegas Gallego Zapatero Yotuel Finca La Nava 2010 0,75 l",1,0.75,NULL
23893,"Weingut Keller Westhofener Kirchspiel Riesling Grosses Gewächs 2003 0,75 l",NULL,0.75,NULL
23894,"Favia Cerro Sur 2013 0,75 l",1,0.75,1
23895,"Weingut Igler Pinot Blanc 2017 0,75 l",1,0.75,NULL
23896,"Bodegas Guelbenzu Lautus 1998 0,75 l(2)",1,0.75,1
23955,"Avignonesi Vino Nobile di Montepulciano Riserva Grandi Annate 1993 0,75 l(2)",1,0.75,NULL
23897,"La Rioja Alta Gran Reserva 904 2001 0,75 l",1,0.75,1
23898,"Ragnaud, Raymond Cognac Grande Fine Champagne ""Heritage""  NV 0,7 l",NULL,0.7,NULL
23899,"Tenuta il Poggione Brunello di Montalcino 2004 0,75 l",1,0.75,1
23900,"Clape, Auguste Cornas 2000 0,75 l",NULL,0.75,1
23901,"Chateau Peyreau 1997 0,75 l",NULL,0.75,NULL
23902,"Domaine Louis Latour Pommard Clos Blanc 1er Cru 2003 0,75 l",1,0.75,NULL
23903,"Chateau Coufran 1986 0,75 l(1)",1,0.75,NULL
23904,"Chateau Haut-Brion 1992 0,75 l",1,0.75,NULL
23905,"Rostaing, René Cote Rotie Cote Blonde 2009 0,75 l",1,0.75,1
23906,"Weingut Falkenstein Sauvignon 2015 0,75 l",NULL,0.75,NULL
23907,"Puntay Sauvignon Blanc ""Erste plus Neue"" 2010 0,75 l(3)",1,0.75,NULL
23908,"Chateau Guiraud 1997 0,5 l",1,0.5,1
23909,"Chateau Barreyres Chateau Barreyres Cru Bourgeois 2001 0,75 l(1)",1,0.75,NULL
23910,"Ornellaia 2011 0,75 l",1,0.75,1
23911,"Bodega Aleanna Gran Enemigo Chacayes Single Vineyard 2013 0,75 l",1,0.75,1
23912,"Domaine Giraud Chateauneuf-du-Pape Tradition 2008 0,75 l",1,0.75,1
23913,"Dönnhoff Norheimer Dellchen Riesling Spätlese 2004 0,75 l(1)",1,0.75,NULL
23914,"Domaine La Barroche Chateauneuf-du-Pape Signature 2007 0,75 l",1,0.75,NULL
23915,"Red Nectar Cabernet Sauvignon 2005 0,75 l",NULL,0.75,NULL
23916,"Chateau Montrose 1970 0,75 l",1,0.75,NULL
23917,"Chateau Palmer 1998 0,75 l",1,0.75,1
23918,"Pichler, F.X. Loibner Oberhauser Riesling Smaragd 2013 0,75 l",1,0.75,NULL
23919,"Martin, Henri Blanc de Blancs 1er Cru Brut NV 0,75 l",1,0.75,NULL
23920,"Chateau Lucques 1985 0,75 l(1)",1,0.75,NULL
23921,"Chateau Malescot-Saint-Exupery 1970 1,5 l",1,1.5,NULL
23922,"Chateau Pichon Lalande 1976 0,75 l",1,0.75,NULL
23923,"Chateau Pontet-Canet 1979 0,75 l(1)",1,0.75,NULL
23924,"Chateau Montrose 1976 0,73 l",1,0.73,NULL
23925,"Molitor, Markus - Haus Klosterberg Graacher Domprobst Riesling Riesling Kabinett trocken 1997 0,75 l",1,0.75,NULL
23926,"Hudelot-Noellat, Alain Vosne Romanee Les Suchots 1er Cru 1996 0,75 l",NULL,0.75,NULL
23927,"Chateau Haut-Batailley 1991 0,75 l(1)",NULL,0.75,NULL
23928,"Chateau Pontet-Canet 1953 0,75 l",NULL,0.75,NULL
23929,"Chateau Chasse-Spleen 1995 0,75 l(1)",1,0.75,NULL
23930,"Chapoutier, Max Hermitage Chante Alouette blanc 1991 0,75 l(1)",1,0.75,NULL
23931,"Chateau Haut-Brion 1991 0,75 l",1,0.75,NULL
23932,"Tement, Manfred Sauvignon Blanc Steirische Klassik 2008 0,75 l",NULL,0.75,NULL
23933,"Chateau Margaux 1991 0,75 l",1,0.75,NULL
23934,"Marques de Murrieta Castillo Ygay Gran Reserva Especial 1995 12,0 l",NULL,2,1
23935,"Chateau Peyreau 1995 0,75 l",1,0.75,NULL
23936,"Chateau Haut-Bailly 2009 1,5 l",NULL,1.5,1
23937,"Maison Mallard Gaulin  Corton Charlemagne Grand Cru  1955 0,75 l",1,0.75,NULL
23938,"Chateau Palmer 1987 0,75 l",1,0.75,NULL
23939,"Hirtzberger, Franz Spitzer Honivogl Grüner Veltliner Smaragd 2016 0,75 l",1,0.75,1
23940,"Chateau Margaux Pavillon Rouge, 2e vin de Margaux 1998 0,75 l",1,0.75,NULL
23941,"Domaine Drouhin Laroze Chambertin Clos de Beze Grand Cru 1985 0,75 l",1,0.75,NULL
23942,"Chateau Pontet-Canet 1979 0,75 l(2)",1,0.75,NULL
23943,"Chateau Lafite-Rothschild Carruades de Lafite, 2e Vin de Lafite-Rothschild 1988 0,75 l",1,0.75,NULL
23944,"Chateau la Dominique 1982 0,75 l(1)",NULL,0.75,1
