"id","auctiondate","sold","name","vintage","bottlesize_l","origin","winepoints","fill_level","state","packaging"
25643,"2019-09-29 00:00:00",1,"Pommery Cuveé Louise Brut 2004 0,75 l",2004,"0.75","Champagne",0,"0","0,5 cm","None"
25644,"2019-09-29 00:00:00",1,"Chateau Pichon Longueville Comtesse de Lalande 1996 0,75 l",1996,"0.75","Pauillac, 2e Cru Classe",96,"in","in, Etikett ganz leicht verschmutzt","None"
25645,"2019-09-29 00:00:00",1,"Chateau Sociando-Mallet 1995 0,75 l(1)",1995,"0.75","Haut-Medoc, Cru Bourgeois",90,"in","in, Etikett verschmutzt, Kapsel ganz leicht beschädigt","None"
25646,"2019-09-29 00:00:00",NULL,"Weingut Keller Westhofener Kirchspiel Riesling Grosses Gewächs 2009 0,75 l",2009,"0.75","Rheinhessen",91,"0","0,5 cm","lose"
25647,"2019-09-29 00:00:00",1,"Chateau Lafite-Rothschild Carruades de Lafite, 2e Vin de Lafite-Rothschild 1995 0,75 l",1995,"0.75","Pauillac",0,"in","in, Kapsel ganz leicht beschädigt","lose"
25648,"2019-12-29 00:00:00",NULL,"Chateau Lafite-Rothschild 1978 0,75 l",1978,"0.75","Pauillac, 1er Cru Classe",0,"ts","ts, Etikett ganz leicht beschädigt, leicht verschmutzt, Kapsel leicht beschädigt","None"
25649,"2019-12-29 00:00:00",1,"Chateau Lafite-Rothschild 1979 0,75 l",1979,"0.75","Pauillac, 1er Cru Classe",0,"in","in, Etikett ganz leicht beschädigt, ganz leicht verschmutzt, Kapsel ganz leicht beschädigt","None"
25650,"2019-12-29 00:00:00",1,"Chateau Latour 1978 0,75 l",1978,"0.75","Pauillac, 1er Cru Classe",90,"ts","ts, Etikett ganz leicht beschädigt, leicht verschmutzt, Leimstreifen","None"
25651,"2019-12-29 00:00:00",NULL,"Gelas, B. & Fils Vieil Armagnac 1903 0,7 l",1903,"0.7","Armagnac",0,"5 cm","5 cm","1er OC"
25652,"2019-12-29 00:00:00",1,"Chateau Lafite-Rothschild Carruades de Lafite, 2e Vin de Lafite-Rothschild 2006 0,75 l",2006,"0.75","Pauillac",90,"in","in","lose"
25653,"2019-12-29 00:00:00",1,"Antinori Solaia 1999 0,75 l",1999,"0.75","Toskana, V.d.T.",94,"in","in, Etiketten ganz leicht beschädigt, ganz leicht verschmutzt","None"
25654,"2019-12-29 00:00:00",1,"Weingut Dr. Loosen Bernkasteler Lay Riesling Grosses Gewächs 2012 0,75 l(3)",2012,"0.75","Mosel-Saar-Ruwer",0,"0,5 cm","0,5 cm, Etiketten ganz leicht verschmutzt","lose"
25655,"2019-12-29 00:00:00",1,"Piper Heidsieck Rare Brut 2002 0,75 l",2002,"0.75","Champagne",0,"0","0,5 cm","None"
26107,"2019-10-11 00:00:00",1,"Jamek Riesling Klaus Smaragd 2012 0,75 l(3)",2012,"0.75","Österreich",0,"0","0,5 cm","None"
25656,"2019-12-29 00:00:00",1,"Domaine de Chevalier   Domaine de Chevalier rouge 1996 0,75 l(3)",1996,"0.75","Pessac-Leognan, Cru Classe",0,"in","in, Etiketten ganz leicht verschmutzt, Kapsel ganz leicht beschädigt, 1 x Kapsel oxidiert","None"
25657,"2019-12-29 00:00:00",1,"Chateau Palmer 1995 0,75 l",1995,"0.75","Margaux, 3e Cru Classe",90,"in","in, Etiketten ganz leicht beschädigt","None"
25658,"2019-02-17 00:00:00",1,"Chateau Margaux Pavillon Rouge, 2e vin de Margaux 1999 0,75 l",1999,"0.75","Margaux",0,"in","in, Etiketten ganz leicht verschmutzt, Kapsel ganz leicht beschädigt","None"
25659,"2019-02-17 00:00:00",NULL,"Chateau Bellevue 2005 1,5 l",2005,"1.5","Saint Emilion, Grand Cru",94,"in","in","6er OHK"
25660,"2019-02-17 00:00:00",NULL,"Fontodi Chianti Classico Riserva Vigna del Sorbo 2007 0,75 l",2007,"0.75","Toskana, Chianti Classico",0,"in","in","None"
25661,"2019-02-17 00:00:00",NULL,"Clavelier, Bruno Chambolle Musigny Le Combe d'Orveaux Vieilles Vignes 1er Cru 2009 0,75 l",2009,"0.75","Cote de Nuits",0,"0","0,5 cm","None"
25662,"2019-02-17 00:00:00",1,"Mont du Toit Le Sommet 2000 0,75 l",2000,"0.75","Wellington",0,"in","in","None"
25663,"2019-02-17 00:00:00",1,"Pommery Cuveé Louise Brut 2003 0,75 l",2003,"0.75","Champagne",0,"0","0,5 cm","None"
25664,"2019-02-17 00:00:00",NULL,"Chateau Beychevelle 1967 0,75 l",1967,"0.75","Saint-Julien, 4e Cru Classe",0,"ms","ms, Etikett kellergrau, Kapsel ganz leicht beschädigt","None"
25665,"2019-02-17 00:00:00",1,"Brovia Barolo Garblet Sue 2007 0,75 l",2007,"0.75","Piemont",0,"in","in","None"
25666,"2019-02-17 00:00:00",1,"Poggio Scalette Capogatto 2007 0,75 l",2007,"0.75","Toskana",0,"in","in, Etiketten ganz leicht verschmutzt","None"
25667,"2019-02-17 00:00:00",1,"Chateau Haut Bergey 2005 0,75 l",2005,"0.75","Pessac-Leognan",90,"in","in","12er OHK"
25668,"2020-05-01 00:00:00",1,"Mascarello, B. Barolo 1982 0,75 l",1982,"0.75","Piemont",0,"3 cm","3 cm, Etikett ganz leicht verschmutzt","None"
25669,"2020-05-01 00:00:00",NULL,"Baron de Sigognac Armagnac 1944 0,7 l",1944,"0.7","Armagnac",0,"4,5 cm","4,5 cm, Etikett ganz leicht beschädigt, ganz leicht verschmutzt, ganz leicht kellergrau","1er OHK"
25670,"2020-05-01 00:00:00",1,"Bonfante Barolo Riserva 1990 0,75 l(7)",1990,"0.75","Piemont",0,"ts","ts, Etiketten ganz leicht verschmutzt","None"
25672,"2020-05-01 00:00:00",1,"Chateau Meyney 1999 0,75 l",1999,"0.75","Saint-Estephe, Cru Bourgeois",0,"in","in, Etiketten ganz leicht verschmutzt","12er OHK"
25673,"2020-05-01 00:00:00",1,"Chateau la Dominique 1990 0,75 l",1990,"0.75","Saint-Emilion, Grand Cru Classé",92,"in","in, Etiketten ganz leicht verschmutzt, Kapsel ganz leicht beschädigt","None"
25674,"2020-05-01 00:00:00",1,"Chateau Canon-La-Gaffeliere 1995 0,75 l",1995,"0.75","Saint-Emilion, Grand Cru Classe",95,"ts","ts, Etiketten ganz leicht verschmutzt","12er OHK"
25675,"2020-05-01 00:00:00",1,"Weil, Robert Kiedricher Gräfenberg Riesling Auslese 1999 0,75 l",1999,"0.75","Rheingau",0,"0,5 cm","0,5 cm, Leckspuren, 1 x Farbabrieb an der Kapsel","None"
25676,"2020-05-01 00:00:00",1,"Chateau Rieussec 1997 0,75 l",1997,"0.75","Sauternes, 1er Cru Classe",91,"in","in, Etikett ganz leicht verschmutzt","None"
25677,"2020-05-01 00:00:00",1,"Chateau Cheval Blanc 1992 0,75 l",1992,"0.75","Saint-Emilion, 1er Grand Cru Classe A",0,"in","in, Etikett ganz leicht verschmutzt","None"
25678,"2020-09-27 00:00:00",1,"Chateau Clerc-Milon Rothschild 1989 0,75 l",1989,"0.75","Pauillac, 5e Cru Classe",90,"ts","ts, Etiketten ganz leicht verschmutzt, Kapsel ganz leicht beschädigt, 1 x Kapsel oxidiert","lose"
25679,"2020-09-27 00:00:00",1,"Domaine de Chevalier   Domaine de Chevalier rouge 1993 0,75 l",1993,"0.75","Pessac-Leognan, Cru Classe",0,"in","in, Etikett ganz leicht beschädigt, ganz leicht verschmutzt, Kapsel ganz leicht beschädigt","lose"
25680,"2020-09-27 00:00:00",1,"Henschke Mount Edelstone Shiraz 1993 0,75 l",1993,"0.75","Eden Valley",94,"in","in, Etikett ganz leicht beschädigt","lose"
25681,"2020-09-27 00:00:00",1,"Pichler, F.X. Loibner Loibenberg Riesling Smaragd 2015 0,75 l",2015,"0.75","Wachau",92,"0","0,5 cm","None"
25682,"2020-09-27 00:00:00",1,"Chateau Haut-Brion 1992 0,75 l",1992,"0.75","Pessac-Leognan, 1er Cru Classe",0,"1,5 cm","1,5 cm, Etikett ganz leicht beschädigt, leicht verschmutzt, Kapsel mit Wachs versiegelt","None"
25684,"2020-09-27 00:00:00",NULL,"Accordini, Stefano Acinatico Amarone della Valpolicella Classico 1998 0,75 l",1998,"0.75","Venetien",0,"in","in","None"
25685,"2020-09-27 00:00:00",1,"Chateau Pontet-Canet 1983 0,75 l(10)",1983,"0.75","Pauillac, 5e Cru Classe",0,"in","in, Etiketten ganz leicht verschmutzt","12er OHK"
25686,"2020-09-27 00:00:00",1,"Heinrich, Gernot Blaufränkisch Alter Berg 2012 0,75 l",2012,"0.75","Burgenland",0,"0","0,5 cm","None"
25687,"2020-09-27 00:00:00",1,"Alzinger, Leo Loibner Loibenberg Grüner Veltliner Smaragd 2018 1,5 l",2018,"1.5","Wachau",92,"in","in","None"
25688,"2020-05-04 00:00:00",1,"Veuve Clicquot Ponsardin La Grande Dame Brut 1983 0,75 l",1983,"0.75","Champagne",91,"1 cm","1 cm","1er OC"
25689,"2020-05-04 00:00:00",NULL,"Domaine Leflaive Bienvenues Batard Montrachet Grand Cru 2000 0,75 l",2000,"0.75","Cote de Beaune",92,"2 cm","2 cm, Etikett stark verschmutzt, kellergrau, Kapsel leicht beschädigt, Kapsel oxidiert und korrodiert, Zusatzaufkleber","None"
25690,"2020-05-04 00:00:00",1,"Guigal, Etienne Chateauneuf-du-Pape 2005 0,75 l",2005,"0.75","Rhone",92,"0","0,5 cm","None"
25691,"2020-05-04 00:00:00",NULL,"Weingut Keller Monsheimer Silberberg Rieslaner Beerenauslese  2006 0,375 l",2006,"0.37","Rheinhessen",0,"0,5 cm","0,5 cm, Etiketten ganz leicht verschmutzt","None"
25692,"2020-05-04 00:00:00",NULL,"Roederer, Louis Cristal Rosé Brut 2004 0,75 l",2004,"0.75","Champagne",96,"0","0,5 cm","1er OC"
25693,"2020-05-04 00:00:00",1,"Chateau Grand-Puy-Lacoste 1995 0,75 l",1995,"0.75","Pauillac, 5e Cru Classe",95,"in","in, Etikett ganz leicht verschmutzt","None"
25694,"2020-05-04 00:00:00",1,"Bodegas Gallego Zapatero Yotuel Finca La Nava 2009 0,75 l",2009,"0.75","Ribera del Duero",0,"1 cm","1 cm, Etiketten ganz leicht verschmutzt","None"
25695,"2020-05-04 00:00:00",1,"Chateau Margaux 1991 0,75 l",1991,"0.75","Margaux, 1er Cru Classe",0,"in","in, Etikett ganz leicht beschädigt, ganz leicht verschmutzt","lose"
25696,"2019-05-19 00:00:00",NULL,"Laurent Perrier Grand Siecle Brut NV 0,75 l",0,"0.75","Champagne",0,"0","0,5 cm","None"
25697,"2019-05-19 00:00:00",NULL,"Chateau Chasse-Spleen 2003 0,75 l",2003,"0.75","Moulis, Cru Bourgeois",90,"in","in","12er OHK"
25698,"2019-05-19 00:00:00",NULL,"Chateau d´Armailhac 1995 0,75 l(1)",1995,"0.75","Pauillac, 5e Cru Classé",0,"in","in, Etikett ganz leicht verschmutzt","None"
25699,"2019-05-19 00:00:00",NULL,"Chateau Pibarnon Bandol rouge 1997 0,75 l(7)",1997,"0.75","Provence",0,"in","in, Etiketten stark beschädigt","12er OHK"
25700,"2019-05-19 00:00:00",NULL,"Weingut Müller-Catoir Gimmeldinger Schlössel Rieslaner Trockenbeerenauslese 1998 0,375 l",1998,"0.37","Pfalz",0,"0","0,5 cm","None"
25702,"2019-05-19 00:00:00",NULL,"Chateau l´Evangile 1986 0,75 l(2)",1986,"0.75","Pomerol",0,"in","in, Etiketten leicht verschmutzt","None"
25703,"2019-05-19 00:00:00",NULL,"Chateau Figeac 1979 0,75 l",1979,"0.75","Saint-Emilion, 1er Grand Cru Classe B",0,"ts","ts, Etikett leicht verschmutzt","None"
25704,"2019-05-19 00:00:00",NULL,"Chateau Gazin 2009 0,75 l",2009,"0.75","Pomerol",93,"in","in","None"
25705,"2019-05-19 00:00:00",NULL,"Clos Saint Jean Chateauneuf-du-Pape ""La Combe des Fous"" 2008 0,75 l",2008,"0.75","Rhone",94,"1 cm","1 cm, Etiketten ganz leicht verschmutzt","None"
25706,"2020-05-17 00:00:00",1,"Krug Rosé Brut NV 0,75 l",0,"0.75","Champagne",92,"0","0,5 cm","None"
25707,"2020-05-17 00:00:00",1,"Taittinger Comtes de Champagne Rosé Brut 2004 0,75 l",2004,"0.75","Champagne",94,"0","0,5 cm","None"
25708,"2020-05-17 00:00:00",1,"Krug Rosé Brut NV 0,75 l",0,"0.75","Champagne",92,"0","0,5 cm","None"
25709,"2020-05-17 00:00:00",NULL,"Zenato Amarone della Valpolicella Classico Riserva 1985 0,75 l",1985,"0.75","Venetien",0,"3 cm","3 cm","None"
25710,"2020-05-17 00:00:00",1,"Chateau Roc de Cambes 1998 0,75 l",1998,"0.75","Cotes de Bourg",91,"in","in","6er OHK"
25711,"2020-05-17 00:00:00",1,"Chateau Calon-Segur 2000 0,75 l",2000,"0.75","Saint-Estephe, 3e Cru Classe",94,"hf-in","hf-in","None"
25712,"2020-05-17 00:00:00",1,"Chateau Troplong-Mondot 2008 1,5 l",2008,"1.5","Saint-Emilion, Grand Cru Classe",96,"in","in, Etikett ganz leicht verschmutzt","None"
25713,"2020-05-17 00:00:00",1,"Chateau Latour 1971 0,75 l",1971,"0.75","Pauillac, 1er Cru Classe",94,"hs","hs, Etikett ganz leicht verschmutzt, ganz leicht kellergrau, Kapsel ganz leicht beschädigt","None"
25714,"2020-05-17 00:00:00",1,"Labet Dechelette Chateau de la Tour Clos de Vougeot Grand Cru 2009 0,75 l",2009,"0.75","Cote de Nuits",0,"1 cm","1 cm","None"
25715,"2020-05-17 00:00:00",1,"Chateau Latour 1971 0,75 l",1971,"0.75","Pauillac, 1er Cru Classe",94,"hs","hs, Etikett ganz leicht verschmutzt, ganz leicht kellergrau, Kapsel ganz leicht beschädigt","None"
25716,"2020-12-27 00:00:00",NULL,"Heredia, Lopez Vina Tondonia 1954 0,75 l",1954,"0.75","Rioja",0,"hs-ms","hs-ms, Etikett ganz leicht beschädigt, stark verschmutzt, Leimstreifen, Kapsel oxidiert","lose"
25717,"2020-12-27 00:00:00",1,"Triebaumer, Ernst Cabernet Sauvignon Merlot 1997 0,75 l",1997,"0.75","Burgenland",0,"in","in, Etiketten stark verschmutzt","None"
25718,"2020-12-27 00:00:00",1,"Laurent Perrier Grand Siecle Brut NV 1,5 l",0,"1.5","Champagne",94,"1,5 cm","1,5 cm, Etikett beschädigt, Kapsel ganz leicht beschädigt, ältere Abfüllung, Depotbildung","None"
25719,"2020-12-27 00:00:00",1,"Chateau Mouton-Rothschild 1978 0,75 l",1978,"0.75","Pauillac, 1er Cru Classe",92,"ms","ms, Etikett ganz leicht verschmutzt, ganz leicht kellergrau, Kapsel beschädigt, Kapsel oxidiert","None"
25720,"2020-12-27 00:00:00",1,"Triebaumer, Ernst Mariental Blaufränkisch 2003 0,75 l",2003,"0.75","Burgenland",91,"in","in, Etiketten ganz leicht verschmutzt","None"
25721,"2020-12-27 00:00:00",NULL,"Roagna Crichet Paje 1982 0,75 l",1982,"0.75","Piemont",0,"in-ts","in-ts, Etikett ganz leicht beschädigt, leicht verschmutzt","lose"
25722,"2020-12-27 00:00:00",1,"Domaine Billaud-Simon Chablis Les Vaillons 1er Cru 1999 0,75 l(5)",1999,"0.75","Chablis",0,"1 cm","1 cm","None"
25723,"2020-12-27 00:00:00",1,"Porto Barros Colheita Port 1927 0,75 l",1927,"0.75","Douro",0,"in","in","1er OHK"
25724,"2020-12-27 00:00:00",1,"Moet & Chandon Dom Perignon Brut 2002 1,5 l",2002,"1.5","Champagne",96,"0","0,5 cm","None"
25725,"2020-12-27 00:00:00",NULL,"Kalleske Grenache Old Vine 2008 0,75 l",2008,"0.75","Barossa Valley",91,"1 cm","1 cm","None"
25726,"2020-08-11 00:00:00",1,"Chateau Haut-Bailly 1998 0,75 l",1998,"0.75","Pessac-Leognan, Cru Classé",91,"in","in","None"
25727,"2020-08-11 00:00:00",1,"Boscaini Amarone Marano 1993 0,75 l",1993,"0.75","Venetien, Amarone",0,"2 cm","2 cm, Etiketten ganz leicht beschädigt, ganz leicht verschmutzt, ganz leicht kellergrau","lose"
25728,"2020-08-11 00:00:00",1,"Beringer Cabernet Sauvignon Private Reserve 2001 0,75 l",2001,"0.75","Napa Valley",97,"in","in","None"
25729,"2020-08-11 00:00:00",1,"Moet & Chandon Dom Perignon ""Luminous"" Brut 2004 0,75 l",2004,"0.75","Champagne",92,"0,5 cm","0,5 cm, Kapsel ganz leicht beschädigt","None"
25730,"2020-08-11 00:00:00",1,"Henschke Mount Edelstone Shiraz 1993 0,75 l",1993,"0.75","Eden Valley",94,"in","in, Etikett ganz leicht beschädigt","lose"
25731,"2020-08-11 00:00:00",NULL,"Bacio Divino Proprietary Red 2000 0,75 l",2000,"0.75","Napa Valley",90,"in","in","None"
25732,"2020-08-11 00:00:00",1,"Mondavi/Rothschild Opus One 2001 0,75 l",2001,"0.75","Napa Valley",90,"in","in, Etikett ganz leicht verschmutzt","None"
25733,"2020-08-11 00:00:00",1,"Beringer Cabernet Sauvignon Private Reserve 2001 0,75 l",2001,"0.75","Napa Valley",97,"in","in","None"
25734,"2020-08-11 00:00:00",1,"Domaine Klipfel Gewürztraminer Clos Zisser Grand Cru 1967 0,75 l(1)",1967,"0.75","Elsaß",0,"3 cm","3 cm, Etikett stark verschmutzt, Flaschen stark beschmutzt","None"
25735,"2020-08-11 00:00:00",1,"Comte Georges de Vogue Chambolle Musigny Village 2001 0,75 l",2001,"0.75","Cote de Nuits",0,"1 cm","1 cm, Etikett stark beschädigt, stark verschmutzt","None"
25736,"2019-04-08 00:00:00",NULL,"Dönnhoff Oberhäuser Brücke Riesling Eiswein Goldkapsel Versteigerungswein 1996 0,75 l",1996,"0.75","Nahe",0,"0,5 cm","0,5 cm, Etikett ganz leicht verschmutzt, Kapsel ganz leicht beschädigt, Kapsel oxidiert","None"
25737,"2019-04-08 00:00:00",1,"Chateau Leoville-Barton 1999 0,75 l",1999,"0.75","Saint-Julien, 2e Cru Classe",91,"in","in","None"
25738,"2019-04-08 00:00:00",NULL,"Isole e Olena Cepparello 1994 0,75 l",1994,"0.75","Toskana",0,"ts","ts","None"
25741,"2019-04-08 00:00:00",1,"Chateau Beychevelle 2001 0,75 l",2001,"0.75","Saint-Julien, 4e Cru Classe",0,"in","in, Etiketten ganz leicht verschmutzt","None"
25742,"2019-04-08 00:00:00",1,"Palacios, Alvaro L'Ermita 2001 0,75 l",2001,"0.75","Priorato",96,"in","in, Etiketten ganz leicht verschmutzt","6er OHK"
25743,"2019-04-08 00:00:00",NULL,"Weingut Keller Dalsheimer Hubacker Riesling Grosses Gewächs 2011 0,75 l",2011,"0.75","Rheinhessen",92,"0","0,5 cm","None"
25744,"2019-04-08 00:00:00",NULL,"Weingut Keller Westhofen Abtserde Riesling Grosses Gewächs 2012 0,75 l",2012,"0.75","Rheinhessen",0,"0","0,5 cm","None"
25745,"2019-04-08 00:00:00",NULL,"Villa Banfi Cabernet-Sauvignon Tavernelle 1984 1,5 l",1984,"1.5","Toskana, V.d.T.",0,"hs","hs, Etikett beschädigt, leicht verschmutzt, Kapsel oxidiert, Leckspuren","None"
25746,"2021-01-24 00:00:00",1,"Chateau Mouton-Rothschild 1995 0,75 l",1995,"0.75","Pauillac, 1er Cru Classe",95,"in","in","12er OHK"
25747,"2021-01-24 00:00:00",1,"Chateau Mouton-Rothschild 1995 0,75 l",1995,"0.75","Pauillac, 1er Cru Classe",95,"in","in, Etiketten ganz leicht verschmutzt","None"
25748,"2021-01-24 00:00:00",1,"Chateau Mouton-Rothschild 1995 0,75 l",1995,"0.75","Pauillac, 1er Cru Classe",95,"in","in, Etikett ganz leicht verschmutzt","None"
25749,"2021-01-24 00:00:00",1,"Chateau Mouton-Rothschild 1996 0,75 l",1996,"0.75","Pauillac, 1er Cru Classe",94,"in","in","None"
25750,"2021-01-24 00:00:00",1,"Chateau Mouton-Rothschild 1996 0,75 l",1996,"0.75","Pauillac, 1er Cru Classe",94,"in","in","None"
25751,"2021-01-24 00:00:00",1,"Chateau Mouton-Rothschild 1996 0,75 l",1996,"0.75","Pauillac, 1er Cru Classe",94,"in","in","None"
25752,"2021-01-24 00:00:00",1,"Chateau Mouton-Rothschild 1996 0,75 l",1996,"0.75","Pauillac, 1er Cru Classe",94,"in","in","None"
25753,"2021-01-24 00:00:00",1,"Chateau Mouton-Rothschild 1996 0,75 l",1996,"0.75","Pauillac, 1er Cru Classe",94,"in","in","None"
25754,"2021-01-24 00:00:00",1,"Chateau Mouton-Rothschild 1997 0,75 l",1997,"0.75","Pauillac, 1er Cru Classe",90,"in","in","12er OHK"
25755,"2021-01-24 00:00:00",1,"Chateau Mouton-Rothschild 2000 0,75 l",2000,"0.75","Pauillac, 1er Cru Classe",97,"in","in","None"
25756,"2020-02-16 00:00:00",1,"Chateau Brane-Cantenac 2006 0,75 l",2006,"0.75","Margaux, 2e Cru Classe",0,"in","in","lose"
25757,"2020-02-16 00:00:00",1,"Graham´s Vintage Port 2000 0,75 l",2000,"0.75","Douro",94,"in","in","None"
25758,"2020-02-16 00:00:00",1,"Burlotto Barolo Acclivi 2006 0,75 l",2006,"0.75","Piemont",0,"in","in, Etiketten ganz leicht verschmutzt","lose"
25759,"2020-02-16 00:00:00",1,"Chateau Rabaud-Promis 1953 0,75 l",1953,"0.75","Sauternes, 1er Cru Classé",0,"Abfüllun","Abfüllung: Reidemeister und Ulrichs, Bremen, in, Etikett ganz leicht beschädigt, ganz leicht verschmutzt","None"
25760,"2020-02-16 00:00:00",1,"Pichler, F.X. Dürnsteiner Grüner Veltliner Smaragd 2017 0,75 l",2017,"0.75","Wachau",0,"0","0,5 cm","None"
25761,"2020-02-16 00:00:00",1,"Niepoort Vintage Port ""Secundum"" 1999 0,75 l",1999,"0.75","Douro",0,"in","in","None"
25762,"2020-02-16 00:00:00",NULL,"Bodegas Castano Hoya Munoz 2005 0,75 l",2005,"0.75","Yecla",0,"in","in, Etiketten ganz leicht verschmutzt","None"
25763,"2020-02-16 00:00:00",1,"Chateau Duhart-Milon-Rothschild 1996 0,75 l(1)",1996,"0.75","Pauillac, 4e Cru Classe",92,"in","in","None"
25764,"2020-02-16 00:00:00",1,"Joan Simon  Les Eres 2008 0,75 l",2008,"0.75","Priorat",0,"in","in, Etiketten ganz leicht verschmutzt","6er OHK"
25765,"2020-02-16 00:00:00",1,"Chateau d´Issan 1996 0,75 l",1996,"0.75","Margaux, 3ème Cru",0,"in","in","None"
25766,"2019-10-11 00:00:00",NULL,"Sattlerhof Sernauberg Sauvignon Blanc 2009 0,75 l",2009,"0.75","Südsteiermark",0,"in","in","None"
25767,"2019-10-11 00:00:00",NULL,"Patriarche, Pere & Fils Musigny Grand Cru 1976 0,75 l",1976,"0.75","Cote de Nuits",0,"4 cm","4 cm, Etikett ganz leicht verschmutzt","None"
25768,"2019-10-11 00:00:00",NULL,"Patriarche, Pere & Fils Richebourg Grand Cru 1977 0,75 l",1977,"0.75","Cote de Nuits",0,"0,5 cm","0,5 cm, Etikett ganz leicht verschmutzt","None"
29034,"2020-08-11 00:00:00",1,"Schwarz Schwarz - Rot 2015 0,75 l",2015,"0.75","Burgenland",0,"in","in","lose"
25770,"2019-10-11 00:00:00",1,"Chateau Mouton-Rothschild 1985 0,75 l",1985,"0.75","Pauillac, 1er Cru Classe",90,"in","in, Etikett leicht verschmutzt","None"
25771,"2019-10-11 00:00:00",NULL,"Schloss Lieser Lieserer Niederberg Helden Riesling Auslese** Goldkapsel 2003 0,75 l",2003,"0.75","Mosel",93,"0,5 cm","0,5 cm, Kapseln oxidiert, Leckspuren","lose"
25772,"2019-10-11 00:00:00",1,"Chateau Cambon la Pelouse 2007 1,5 l",2007,"1.5","Haut Medoc, Cru Bourgeois",0,"in","in","6er OHK"
25773,"2019-10-11 00:00:00",1,"Chateau Cambon la Pelouse 2007 1,5 l",2007,"1.5","Haut Medoc, Cru Bourgeois",0,"in","in","6er OHK"
25774,"2019-10-11 00:00:00",1,"Chateau Cos d´Estournel 1994 1,5 l",1994,"1.5","Saint-Estephe, 2e Cru Classe",91,"in","in","1er OHK"
25775,"2019-10-11 00:00:00",1,"Taittinger Prelude Grands Crus Cuvee Millenium 2000 Brut NV 1,5 l",2000,"1.5","Champagne",0,"1 cm","1 cm","None"
25776,"2020-12-07 00:00:00",1,"Chateau Latour Les Forts de Latour, 2e vin de Latour 1995 0,75 l",1995,"0.75","Pauillac",0,"in","in, Etikett ganz leicht verschmutzt, ganz leicht kellergrau, Kapsel ganz leicht beschädigt","None"
25777,"2020-12-07 00:00:00",1,"Chateau Mouton-Rothschild 1996 0,75 l",1996,"0.75","Pauillac, 1er Cru Classe",94,"in","in, Etikett ganz leicht verschmutzt","None"
25778,"2020-12-07 00:00:00",1,"Drappier Cuvee Carte d'Or Brut 1995 1,5 l",1995,"1.5","Champagne",94,"1 cm","1 cm, degorge en November 2012","lose"
25779,"2020-12-07 00:00:00",1,"Erika Obermeyer Meticulous Sauvignon Blanc 2017 0,75 l",2017,"0.75","Groenekloof, Darling",0,"0","0,5 cm","None"
25781,"2020-12-07 00:00:00",1,"Krug Grande Cuvee Brut NV 0,75 l",0,"0.75","Champagne",91,"1 cm","1 cm, Etiketten leicht beschädigt, rare alte Abfüllungen","lose"
25782,"2020-12-07 00:00:00",1,"Hirtzberger, Franz Spitzer Singerriedel Riesling Smaragd 2005 0,75 l",2005,"0.75","Wachau",95,"0","0,5 cm","None"
25783,"2020-12-07 00:00:00",1,"Bodegas Gallego Zapatero Yotuel Finca La Nava 2011 0,75 l",2011,"0.75","Ribera del Duero",0,"1 cm","1 cm","None"
25784,"2020-12-07 00:00:00",1,"Ornellaia 1992 0,75 l",1992,"0.75","Toskana",0,"in","in, Etikett ganz leicht verschmutzt","None"
25785,"2020-12-07 00:00:00",1,"Quilceda Creek Cabernet Sauvignon 2015 0,75 l",2015,"0.75","Columbia Valley",96,"in","in","None"
25787,"2020-09-08 00:00:00",1,"Maison Roche de Bellene (by Potel, Nicolas) Latricieres Chambertin Grand Cru 2013 0,75 l",2013,"0.75","Cote de Nuits",0,"0,5 cm","0,5 cm, Etiketten stark verschmutzt","None"
25788,"2020-09-08 00:00:00",1,"Maison Roche de Bellene (by Potel, Nicolas) Latricieres Chambertin Grand Cru 2013 0,75 l(1)",2013,"0.75","Cote de Nuits",0,"0,5 cm","0,5 cm, Etikett leicht beschädigt, stark verschmutzt","None"
25789,"2020-09-08 00:00:00",NULL,"Domaine la Milliere Chateauneuf-du-Pape Vieilles Vignes 2003 0,75 l",2003,"0.75","Rhone",91,"1 cm","1 cm","None"
25790,"2020-09-08 00:00:00",1,"Chateau Climens 2005 0,375 l",2005,"0.37","Sauternes, 1er Cru Classe",97,"in","in","None"
25791,"2020-09-08 00:00:00",NULL,"Piper Heidsieck Special Cuvee ""Jean Paul Gaultier"" Brut NV 0,75 l",0,"0.75","Champagne",0,"1 cm","1 cm","1er OC"
25792,"2020-09-08 00:00:00",1,"Domaine de la Vougeraie Corton Charlemagne Grand Cru 2006 0,75 l(1)",2006,"0.75","Cote de Beaune",0,"1,5 cm","1,5 cm, Etikett ganz leicht verschmutzt","None"
25793,"2020-09-08 00:00:00",1,"Parker Coonawarra Estate Terra Rossa First Growth 1998 0,75 l",1998,"0.75","Coonawarra",0,"in-ts","in-ts","None"
25794,"2020-09-08 00:00:00",1,"Martin, F. Vintage Port 1991 0,75 l",1991,"0.75","Douro",0,"ts","ts","lose"
25795,"2020-09-08 00:00:00",1,"Clos i Terrasses Clos Erasmus 2007 0,75 l",2007,"0.75","Priorat",98,"in","in","lose"
25796,"2019-07-07 00:00:00",NULL,"Ferreira Quinta do Rodo Rare and Rich Old Tawny Port 1936 0,75 l",1936,"0.75","Douro",0,"in","in, Etikett ganz leicht beschädigt","None"
